protocol_name,frac_out,n_pat_out,no_ttt_out,n_pres_out,frac_not,n_pat_not,no_ttt_not,n_pres_not,odds_ratio,fisher_pval,pval_str,drg_no,outlier,drg
SHC IP SUR WHIPPLE/TOTAL PANCREATECTOMY POSTOP,0.012,1,85,26,0.002,1,472,27,5.55,0.2842569616763165,0.284,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC ED NURSING TRIAGE ADULT EXTREMITY INJURY PROTOCOL,0.007,1,145,11,0.001,1,799,5,5.51,0.2849871919639362,0.285,2459,lo,HIP JOINT REPLACEMENT
IP CAR CIED PRE-PROCEDURE,0.029,2,67,7,0.069,27,365,244,0.4,0.2858341134255583,0.286,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
IP RAD NEURORADIOLOGY POST-PROCEDURE,0.028,2,70,24,0.07,26,343,324,0.38,0.2869002324339504,0.287,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
ED GI BLEED ,0.003,1,300,4,0.001,1,1631,5,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP NURSING WOUND CARE,0.003,1,300,1,0.001,1,1631,1,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP RD TUBE FEEDS,0.003,1,300,1,0.001,1,1631,2,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP PAI KETAMINE IV INFUSION,0.003,1,300,1,0.001,1,1631,3,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CAR ACUTE CORONARY SYNDROME/CHEST PAIN,0.003,1,300,2,0.001,1,1631,5,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CAR CIED PRE-PROCEDURE,0.003,1,300,2,0.001,1,1631,26,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP HEART HLA RECIPIENT HISTOCOMPATIBILITY TESTING,0.003,1,300,2,0.001,1,1631,1,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
IP CAR CIED POST PROCEDURE,0.003,1,300,6,0.001,1,1631,3,5.44,0.2872534245034751,0.287,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC CARDIAC EVENT MONITORS,0.078,6,71,16,0.05,27,508,64,1.59,0.2875254394565814,0.288,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
IP GEN ARGATROBAN IV INFUSION,0.029,2,67,65,0.071,28,364,581,0.39,0.2877139137643401,0.288,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
RETIRED NURSING TRIAGE PNEUMONIA PROTOCOL,0.021,1,46,6,0.005,2,390,24,4.24,0.2886106425923765,0.289,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
RETIRED NURSING TRIAGE HYPOGLYCEMIA PROTOCOL,0.004,1,229,8,0.001,1,1234,9,5.39,0.2894356478114102,0.289,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP GYN/GYN-ONC OPEN ABDOMINAL SURGERY POSTOP,0.004,1,229,20,0.001,1,1234,13,5.39,0.2894356478114102,0.289,2251,lo,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.027,4,142,44,0.051,41,759,449,0.52,0.2899407206098007,0.29,2459,lo,HIP JOINT REPLACEMENT
IP NEU GENERAL WARD ADMIT,0.022,1,44,12,0.005,2,371,44,4.22,0.2900626683048115,0.29,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP ORT TRAUMA,0.022,1,44,31,0.005,2,371,19,4.22,0.2900626683048115,0.29,2474,lo,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
SHC IP DENTAL DISCHARGE,0.013,1,77,1,0.002,1,415,1,5.39,0.2911284295932528,0.291,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC NURSING ED SEPSIS PROTOCOL,0.013,1,77,20,0.002,1,415,18,5.39,0.2911284295932528,0.291,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP/ED GENERAL/EMERGENCY/MASSIVE TRANSFUSION,0.132,10,66,27,0.092,30,297,72,1.5,0.2911526732120268,0.291,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
IP INSULIN TRANSITION OFF IV INFUSION,0.297,11,26,73,0.399,174,262,1294,0.64,0.2924657965564775,0.292,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.779,67,19,814,0.717,339,134,2826,1.39,0.2926453402440557,0.293,6268,hi,MAJOR LARGE BOWEL PROCEDURES
SHC ED ADULT CONSULT QUICKLIST,0.038,7,178,10,0.022,17,744,35,1.72,0.2926540937104671,0.293,2459,hi,HIP JOINT REPLACEMENT
SHC IP NAP (NOCTURNAL AWAKENING PREVENTION) IN THE ICU,0.033,2,58,18,0.076,36,437,350,0.42,0.2940276440692554,0.294,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP GEN SBO GASTROGRAFIN STUDY,0.069,7,95,102,0.042,18,413,211,1.69,0.2940488810005798,0.294,6267,hi,MAJOR SMALL BOWEL PROCEDURES
"SHC IP TRS LUNG, HEART-LUNG TRANSPLANT READMISSION",0.032,2,60,32,0.015,6,392,133,2.18,0.2943622118910161,0.294,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP GEN SBO GASTROGRAFIN STUDY,0.032,2,60,38,0.015,6,392,57,2.18,0.2943622118910161,0.294,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP ICU INTUBATION,0.01,1,97,4,0.002,1,513,1,5.29,0.2948397034754981,0.295,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.01,1,97,4,0.002,1,513,2,5.29,0.2948397034754981,0.295,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP DENTAL DISCHARGE,0.01,1,97,1,0.002,1,513,1,5.29,0.2948397034754981,0.295,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC NURSING ED SEPSIS PROTOCOL,0.01,1,97,20,0.002,1,513,18,5.29,0.2948397034754981,0.295,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
ED TRAUMA 97 ADULT,0.014,2,144,17,0.006,5,795,42,2.21,0.2954383378925675,0.295,2459,lo,HIP JOINT REPLACEMENT
IP CTS CARDIAC SURGERY TRANSFER,0.887,47,6,1411,0.924,545,45,16570,0.65,0.2971942985858958,0.297,2395,lo,CARDIAC VALVE PROCEDURES WITHOUT AMI OR COMPLEX PRINCIPAL DIAGNOSIS
RETIRED NURSING TRIAGE ADULT NAUSEA/VOMITING  PROTOCOL,0.01,1,95,4,0.002,1,497,1,5.23,0.2973410325855519,0.297,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
IP VAST RN POST PLACEMENT (VAST RN ONLY),0.016,2,127,13,0.039,29,721,209,0.39,0.2977267767571208,0.298,2462,lo,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC ANE PACU,0.514,19,18,153,0.415,181,255,1615,1.49,0.2985732531195054,0.299,2398,lo,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP RESP INHALED MEDICATION NEBULIZER/MDI,0.011,2,180,3,0.005,3,652,4,2.41,0.2986198583614013,0.299,2460,hi,KNEE JOINT REPLACEMENT
IP MED GENERAL ADMIT,0.149,7,40,111,0.094,37,355,469,1.68,0.2988619618659293,0.299,2376,lo,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP LAB SPECIMEN TESTING, SYNOVIAL FLUID",0.007,2,299,7,0.003,5,1627,19,2.18,0.2993788929412949,0.299,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POST TACE (WITH OR WITHOUT) ADMISSION,0.007,2,299,16,0.003,5,1627,51,2.18,0.2993788929412949,0.299,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP TRANSESOPHAGEAL ECHO (TEE) ORDER SET,0.024,1,41,14,0.007,3,449,45,3.65,0.2999108155351734,0.3,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP LAB COAGULATION TESTING,0.014,1,71,2,0.003,1,368,1,5.18,0.3001855287569573,0.3,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
ED TRAUMA 99 ADULT,0.014,1,71,17,0.003,1,368,21,5.18,0.3001855287569573,0.3,2344,lo,CVA AND PRECEREBRAL OCCLUSION WITH INFARCTION
PRE-ADMISSION/PRE-OP ORDERS,0.944,234,14,2199,0.959,1008,43,9475,0.71,0.3004164960862765,0.3,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
IP BMT AUTOLOGOUS READMISSION ORDERS,0.037,2,52,16,0.018,7,383,85,2.1,0.3007252155772243,0.301,6427,lo,OTHER CHEMOTHERAPY
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.04,10,238,50,0.028,29,1022,158,1.48,0.3008669441571897,0.301,1946,hi,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC
SHC IP GU GENERAL ADMIT/POSTOP,0.017,1,59,13,0.004,2,471,36,3.99,0.3016217842918741,0.302,6267,lo,MAJOR SMALL BOWEL PROCEDURES
ED TRAUMA RADIOLOGY,0.017,1,59,4,0.004,2,471,5,3.99,0.3016217842918741,0.302,6267,lo,MAJOR SMALL BOWEL PROCEDURES
SHC IP GENERAL DISCHARGE ORDER SET,0.979,191,4,1478,0.963,1377,53,10630,1.84,0.30191993309476,0.302,2334,lo,OPEN CRANIOTOMY EXCEPT TRAUMA
RETIRED IP MED PANCREATITIS (ACUTE),0.004,1,240,1,0.001,1,1223,2,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP CTS CARDIAC SURGERY TRANSFER,0.004,1,240,23,0.001,1,1223,25,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP CAR ACUTE CORONARY SYNDROME/CHEST PAIN,0.004,1,240,2,0.001,1,1223,5,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP ICU NEUROMUSCULAR ADMIT,0.004,1,240,28,0.001,1,1223,52,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
IP GEN HYPERCALCEMIA,0.004,1,240,5,0.001,1,1223,2,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SVC IP CAR TRANSESOPHAGEAL ECHO (TEE),0.004,1,240,1,0.001,1,1223,15,5.1,0.3020421865383539,0.302,2251,hi,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC
SHC IP NSR ICU NEUROSURGERY POSTOPERATIVE,0.625,75,45,2032,0.572,269,201,6688,1.25,0.3021820992658888,0.302,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.014,4,272,33,0.008,11,1338,110,1.79,0.3022286569032594,0.302,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
RETIRED IP MED ALCOHOL WITHDRAWAL PROPHYLAXIS PROTOCOL,0.014,4,272,29,0.008,11,1338,52,1.79,0.3022286569032594,0.302,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP GEN INTERAGENCY DISCHARGE ORDERS,0.286,28,70,187,0.233,120,394,551,1.31,0.3028705760672155,0.303,2404,hi,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP ICU END OF LIFE CARE,0.051,2,37,13,0.026,10,376,73,2.03,0.3030034508547308,0.303,2638,lo,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
IP ICU/CCU GENERAL ADMIT,0.062,5,76,123,0.106,41,346,1533,0.56,0.3045156749983525,0.305,2352,lo,SEIZURE
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.952,40,2,128,0.976,441,11,1323,0.5,0.3045162543481658,0.305,8873,lo,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP NSR NEUROSURGERY ADMISSION/POST-OP,0.408,49,71,1169,0.464,218,252,4899,0.8,0.3046677042296759,0.305,1599,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC
"IP LAB SPECIMEN TESTING, BLOOD CULTURE - INFECTIOUS AGENT DETECTION",0.316,18,39,44,0.393,138,213,368,0.71,0.3050077114202584,0.305,6164,lo,AUTOLOGOUS BONE MARROW TRANSPLANT OR T-CELL IMMUNOTHERAPY
SHC ED NURSING TRIAGE CARDIAC PROTOCOL,0.026,2,76,19,0.012,5,411,50,2.16,0.3053860099917101,0.305,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP PREOP ORDERS CV SURGERY,0.026,2,76,14,0.012,5,411,30,2.16,0.3053860099917101,0.305,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
SHC IP GENERAL DISCHARGE ORDER SET,0.887,55,7,255,0.927,369,29,1861,0.62,0.3058179009611752,0.306,2447,lo,OTHER DIGESTIVE SYSTEM DIAGNOSES
"IP VASCULAR ACCESS (PICC, EDPIV, USGPIV)",0.063,4,59,4,0.037,13,339,37,1.77,0.305935837411791,0.306,1600,lo,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.057,4,66,22,0.034,21,602,138,1.74,0.3060250159232482,0.306,2259,lo,PSYCHOSES
INTRA-OPERATIVE BLOOD PRODUCT AND TRANSFUSION ORDERS,0.295,23,55,73,0.234,79,258,203,1.37,0.3067294845507167,0.307,1600,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC
RETIRED ED SHORTNESS OF BREATH,0.015,1,67,14,0.004,3,706,22,3.51,0.3072473361212041,0.307,2412,lo,HEART FAILURE
ED CHEST PAIN,0.015,1,67,13,0.004,3,706,24,3.51,0.3072473361212041,0.307,2412,lo,HEART FAILURE
SHC IP PAI PATIENT CONTROLLED ANALGESIA (PCA),0.015,1,67,7,0.004,3,706,41,3.51,0.3072473361212041,0.307,2412,lo,HEART FAILURE
IP RAD NEURORADIOLOGY PRE-PROCEDURE,0.034,2,57,23,0.016,6,360,76,2.11,0.3072572974292734,0.307,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.008,1,119,1,0.002,1,594,3,4.99,0.3076923076923077,0.308,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
IP CAR EPS/ABLATION POST PROCEDURE,0.008,1,119,17,0.002,1,594,10,4.99,0.3076923076923077,0.308,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP ICU INTUBATION,0.008,1,119,2,0.002,1,594,1,4.99,0.3076923076923077,0.308,2392,hi,MAJOR CARDIOTHORACIC REPAIR OF HEART ANOMALY
SHC IP GENERAL DISCHARGE ORDER SET,0.853,58,10,259,0.894,634,75,2884,0.69,0.3079289509887942,0.308,2412,lo,HEART FAILURE
IP ICU/CCU GENERAL ADMIT,0.043,4,89,125,0.025,9,358,211,1.79,0.3081849242982453,0.308,2447,hi,OTHER DIGESTIVE SYSTEM DIAGNOSES
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.072,5,64,133,0.125,49,343,1059,0.55,0.3082899347371218,0.308,1748,lo,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION WITH MCC
SHC IP REN HEMODIALYSIS,0.007,1,147,19,0.001,1,730,4,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP ANE ANESTHESIA PREOP,0.007,1,147,1,0.001,1,730,3,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC ED RAD QUICKLIST,0.007,1,147,1,0.001,1,730,1,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
"IP LAB SPECIMEN TESTING, CSF",0.007,1,147,5,0.001,1,730,1,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
"IP LAB SPECIMEN TESTING, PLEURAL FLUID",0.007,1,147,3,0.001,1,730,5,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP ICU SEDATION MANAGEMENT FOR MECHANICALLY VENTILATED PATIENTS,0.007,1,147,2,0.001,1,730,1,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC CDU BACK PAIN,0.007,1,147,4,0.001,1,730,6,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
SHC IP NEU LUMBAR PUNCTURE,0.007,1,147,11,0.001,1,730,15,4.97,0.3085562647551965,0.309,2462,hi,DORSAL AND LUMBAR FUSION PROCEDURE EXCEPT FOR CURVATURE OF BACK
IP NUR SEVERE SEPSIS NURSE PROTOCOL,0.013,1,78,1,0.003,1,388,1,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
SHC IP ICU INTUBATION,0.013,1,78,5,0.003,1,388,4,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
IP LAB COAGULATION TESTING,0.013,1,78,2,0.003,1,388,2,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
SHC IP GEN SBO GASTROGRAFIN STUDY,0.013,1,78,10,0.003,1,388,4,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
IP GEN ARGATROBAN IV INFUSION,0.013,1,78,17,0.003,1,388,11,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
SHC IP/ED NEU TENECTEPLASE (TNKASE) FOR ISCHEMIC STROKE,0.013,1,78,12,0.003,1,388,12,4.97,0.3094126905690075,0.309,2352,hi,SEIZURE
SHC IP SUR GENERAL ADMIT/POSTOP,0.284,29,73,441,0.237,102,329,1460,1.28,0.309437420040882,0.309,6267,hi,MAJOR SMALL BOWEL PROCEDURES
SHC IP GENERAL DISCHARGE ORDER SET,0.886,70,9,292,0.833,324,65,1577,1.56,0.3098527878741711,0.31,2352,hi,SEIZURE
SHC IP SUBCUTANEOUS INSULIN,0.08,24,277,181,0.063,103,1529,634,1.29,0.3101758798589926,0.31,2592,hi,SEPTICEMIA AND DISSEMINATED INFECTIONS
AMB LIV PRE-OP ORDERS,0.007,1,144,1,0.024,11,444,17,0.28,0.3104022540119522,0.31,1601,hi,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC
SHC IP ICU ADULT ORGAN DONOR ORDER SET,0.004,1,275,16,0.001,1,1348,2,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP/ED MASSIVE TRANSFUSION ADULT (>50 KG),0.004,1,275,5,0.001,1,1348,8,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP CAR CIED POST PROCEDURE,0.004,1,275,7,0.001,1,1348,31,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP VAD HEPARIN IV INFUSION LVAD PROTOCOLS,0.004,1,275,29,0.001,1,1348,10,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP CAR CIED PRE-PROCEDURE,0.004,1,275,5,0.001,1,1348,9,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP TRANSESOPHAGEAL ECHO (TEE) ORDER SET,0.004,1,275,3,0.001,1,1348,15,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
IP/ED GEN  FINGER STICK SOURCE PATIENT,0.004,1,275,5,0.001,1,1348,5,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP NEU LUMBAR PUNCTURE,0.004,1,275,22,0.001,1,1348,1,4.9,0.3109314134141719,0.311,2334,hi,OPEN CRANIOTOMY EXCEPT TRAUMA
SHC IP SUBCUTANEOUS INSULIN,0.061,4,62,21,0.036,12,325,71,1.75,0.311235975546646,0.311,5613,lo,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
RETIRE IP RAD INTERVENTIONAL RADIOLOGY POSTOP (WITH ADMISSION),0.015,1,67,10,0.003,1,331,8,4.94,0.311453634085213,0.311,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP RAD INTERVENTIONAL RADIOLOGY POSTOP (INPATIENT),0.015,1,67,9,0.003,1,331,8,4.94,0.311453634085213,0.311,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
SHC IP ICU VOLUME BASED TUBE FEEDING (ICU ONLY),0.015,1,67,4,0.003,1,331,7,4.94,0.311453634085213,0.311,2579,hi,MAJOR HEMATOLOGIC OR IMMUNOLOGIC DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION
RETIRED IP SUBCUTANEOUS INSULIN ADJUSTMENT ORDER SET,0.082,7,78,41,0.054,18,315,95,1.57,0.312456184605442,0.312,2474,hi,SPINAL FUSION AND OTHER BACK AND NECK PROCEDURES EXCEPT FOR DISC PROCEDURES
IP MED GENERAL ADMIT,0.141,11,67,160,0.099,41,375,590,1.5,0.3126385075764548,0.313,8873,hi,PERCUTANEOUS STRUCTURAL CARDIAC PROCEDURES
IP LAB COAGULATION TESTING,0.013,1,76,2,0.003,2,577,4,3.8,0.3128376953021579,0.313,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP POST PROCEDURE ORDERS PARACENTESIS,0.013,1,76,4,0.003,2,577,10,3.8,0.3128376953021579,0.313,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
IP CAR CARDIOLOGY PRE PROCEDURE,0.013,1,76,4,0.003,2,577,17,3.8,0.3128376953021579,0.313,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
ED TRAUMA 97 ADULT,0.013,1,76,11,0.003,2,577,21,3.8,0.3128376953021579,0.313,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
SHC IP RAD INTERVENTIONAL RADIOLOGY POSTOP (INPATIENT),0.013,1,76,1,0.003,2,577,24,3.8,0.3128376953021579,0.313,2384,hi,MAJOR RESPIRATORY INFECTIONS AND INFLAMMATIONS
RETIRED IP SUBCUTANEOUS INSULIN ORDER SET,0.195,15,62,83,0.15,80,455,489,1.38,0.3133177478236714,0.313,2404,lo,PERCUTANEOUS CARDIAC INTERVENTION WITHOUT AMI
SHC IP GENERAL DISCHARGE ORDER SET,0.802,65,16,316,0.85,329,58,1553,0.72,0.3146667679430348,0.315,2352,lo,SEIZURE
IP MED GENERAL ADMIT,0.092,7,69,79,0.061,20,307,282,1.56,0.3152192512975248,0.315,5613,hi,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC
SHC IP ICU INTUBATION,0.018,1,55,4,0.005,2,415,3,3.77,0.3153739250864849,0.315,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
SHC IP RAD INTERVENTIONAL RADIOLOGY POSTOP (INPATIENT),0.018,1,55,10,0.005,2,415,13,3.77,0.3153739250864849,0.315,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
IP NEU ICU TARGETED TEMPERATURE MANAGEMENT NORMOTHERMIA,0.018,1,55,6,0.005,2,415,9,3.77,0.3153739250864849,0.315,2398,hi,OTHER CARDIOTHORACIC AND THORACIC VASCULAR PROCEDURES
RETIRED NURSING TRIAGE PNEUMONIA PROTOCOL,0.009,2,217,13,0.005,8,1706,76,1.97,0.3156529732151591,0.316,2592,lo,SEPTICEMIA AND DISSEMINATED INFECTIONS
SHC IP GEN DELIRIUM (FOR NON-ICU PATIENTS ONLY),0.021,2,94,2,0.01,5,493,9,2.1,0.3159237747629461,0.316,1836,hi,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC
ED TRAUMA 95 ADULT,0.012,1,80,8,0.003,1,386,11,4.83,0.3165046944490199,0.317,2352,lo,SEIZURE
SHC IP TRS HEART TRANSPLANT READMIT,0.013,1,75,24,0.003,1,362,14,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
"IP LAB SPECIMEN TESTING, URINE",0.013,1,75,3,0.003,1,362,6,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP CAR CARDIOLOGY POST PROCEDURE - OUTPATIENT,0.013,1,75,15,0.003,1,362,1,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
CC APHERESIS TRANSFUSION,0.013,1,75,2,0.003,1,362,1,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC IP/ED/CDU GEN COMFORT CARE - NON ICU UNITS,0.013,1,75,17,0.003,1,362,24,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
IP CTS CARDIAC SURGERY ADMISSION,0.013,1,75,11,0.003,1,362,35,4.83,0.316597497425656,0.317,2376,hi,OTHER RESPIRATORY AND CHEST PROCEDURES
SHC ED ADULT CONSULT QUICKLIST,0.068,4,55,9,0.041,15,351,18,1.7,0.3175366828946984,0.318,2638,hi,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS
