procedure_cat,reference_code_set,code,proc_simple,proc_simple_comment,reference_description
PACE,ICD-10-PCS,02H40NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Coronary Vein, Open Approach"
PACE,ICD-10-PCS,02H44NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Coronary Vein, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H70NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Left Atrium, Open Approach"
PACE,ICD-10-PCS,02H74NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Left Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HL0NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Left Ventricle, Open Approach"
PACE,ICD-10-PCS,02HL4NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Left Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H60NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Right Atrium, Open Approach"
PACE,ICD-10-PCS,02H64NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Right Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HK0NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Right Ventricle, Open Approach"
PACE,ICD-10-PCS,02HK4NZ,Cardiac surgery,Pacemaker,"Insertion of Intracardiac Pacemaker into Right Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H40JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Coronary Vein, Open Approach"
PACE,ICD-10-PCS,02H44JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Coronary Vein, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H70JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Left Atrium, Open Approach"
PACE,ICD-10-PCS,02H74JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Left Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HL0JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Left Ventricle, Open Approach"
PACE,ICD-10-PCS,02HL4JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HN0JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Pericardium, Open Approach"
PACE,ICD-10-PCS,02HN4JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Pericardium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02H60JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Right Atrium, Open Approach"
PACE,ICD-10-PCS,02H64JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Right Atrium, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,02HK0JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Right Ventricle, Open Approach"
PACE,ICD-10-PCS,02HK4JZ,Cardiac surgery,Pacemaker,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JH806Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Dual Chamber into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH606Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH804Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Single Chamber into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH604Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH805Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Single Chamber Rate Responsive into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH605Z,Cardiac surgery,Pacemaker,"Insertion of Pacemaker, Single Chamber Rate Responsive into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,0JH60FZ,Cardiac surgery,Pacemaker,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,02PA0MZ,Cardiac surgery,Pacemaker,"Removal of Cardiac Lead from Heart, Open Approach"
PACE,ICD-10-PCS,02PA4MZ,Cardiac surgery,Pacemaker,"Removal of Cardiac Lead from Heart, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JPT0PZ,Cardiac surgery,Pacemaker,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,02PA0NZ,Cardiac surgery,Pacemaker,"Removal of Intracardiac Pacemaker from Heart, Open Approach"
PACE,ICD-10-PCS,02PA4NZ,Cardiac surgery,Pacemaker,"Removal of Intracardiac Pacemaker from Heart, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JPT0FZ,Cardiac surgery,Pacemaker,"Removal of Subcutaneous Defibrillator Lead from Trunk Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,02WA0MZ,Cardiac surgery,Pacemaker,"Revision of Cardiac Lead in Heart, Open Approach"
PACE,ICD-10-PCS,02WA4MZ,Cardiac surgery,Pacemaker,"Revision of Cardiac Lead in Heart, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JWT0PZ,Cardiac surgery,Pacemaker,"Revision of Cardiac Rhythm Related Device in Trunk Subcutaneous Tissue and Fascia, Open Approach"
PACE,ICD-10-PCS,02WA0NZ,Cardiac surgery,Pacemaker,"Revision of Intracardiac Pacemaker in Heart, Open Approach"
PACE,ICD-10-PCS,02WA4NZ,Cardiac surgery,Pacemaker,"Revision of Intracardiac Pacemaker in Heart, Percutaneous Endoscopic Approach"
PACE,ICD-10-PCS,0JWT0FZ,Cardiac surgery,Pacemaker,"Revision of Subcutaneous Defibrillator Lead in Trunk Subcutaneous Tissue and Fascia, Open Approach"
PRST,CPT,55705,Pelvic surgery,Prostate,"Biopsy, prostate; incisional, any approach"
PRST,CPT,55866,Pelvic surgery,Prostate,"Laparoscopy, surgical prostatectomy, retropubic radical, including nerve sparing, includes robotic assistance, when performed"
PRST,CPT,55831,Pelvic surgery,Prostate,"Prostatectomy (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy); retropubic, subtotal"
PRST,CPT,55821,Pelvic surgery,Prostate,"Prostatectomy (including control of postoperative bleeding, vasectomy, meatotomy, urethral calibration and/or dilation, and internal urethrotomy); suprapubic, subtotal, 1 or 2 stages"
PRST,CPT,55810,Pelvic surgery,Prostate,"Prostatectomy, perineal radical"
PRST,CPT,55815,Pelvic surgery,Prostate,"Prostatectomy, perineal radical; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric and obturator nodes"
PRST,CPT,55812,Pelvic surgery,Prostate,"Prostatectomy, perineal radical; with lymph node biopsy(s) (limited pelvic lymphadenectomy)"
PRST,CPT,55840,Pelvic surgery,Prostate,"Prostatectomy, retropubic radical, with or without nerve sparing;"
PRST,CPT,55845,Pelvic surgery,Prostate,"Prostatectomy, retropubic radical, with or without nerve sparing; with bilateral pelvic lymphadenectomy, including external iliac, hypogastric, and obturator nodes"
PRST,CPT,55842,Pelvic surgery,Prostate,"Prostatectomy, retropubic radical, with or without nerve sparing; with lymph node biopsy(s) (limited pelvic lymphadenectomy)"
PRST,ICD-10-PCS,0V9000Z,Pelvic surgery,Prostate,"Drainage of Prostate with Drainage Device, Open Approach"
PRST,ICD-10-PCS,0V9040Z,Pelvic surgery,Prostate,"Drainage of Prostate with Drainage Device, Percutaneous Endoscopic Approach"
PRST,ICD-10-PCS,0V900ZZ,Pelvic surgery,Prostate,"Drainage of Prostate, Open Approach"
PRST,ICD-10-PCS,0V904ZZ,Pelvic surgery,Prostate,"Drainage of Prostate, Percutaneous Endoscopic Approach"
PRST,ICD-10-PCS,0VB00ZZ,Pelvic surgery,Prostate,"Excision of Prostate, Open Approach"
PRST,ICD-10-PCS,0VB04ZZ,Pelvic surgery,Prostate,"Excision of Prostate, Percutaneous Endoscopic Approach"
PRST,ICD-10-PCS,0VT00ZZ,Pelvic surgery,Prostate,"Resection of Prostate, Open Approach"
PRST,ICD-10-PCS,0VT04ZZ,Pelvic surgery,Prostate,"Resection of Prostate, Percutaneous Endoscopic Approach"
PVBY,CPT,35512,Vascular surgery,,Bypass graft subclavian-brachial
PVBY,CPT,35515,Vascular surgery,,Bypass graft subclavian-vertebral
PVBY,CPT,35650,Vascular surgery,,"Bypass graft, with other than vein; axillary-axillary"
PVBY,CPT,35621,Vascular surgery,,"Bypass graft, with other than vein; axillary-femoral"
PVBY,CPT,35654,Vascular surgery,,"Bypass graft, with other than vein; axillary-femoral-femoral"
PVBY,CPT,35623,Vascular surgery,,"Bypass graft, with other than vein; axillary-popliteal or -tibial"
PVBY,CPT,35666,Vascular surgery,,"Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery"
PVBY,CPT,35661,Vascular surgery,,"Bypass graft, with other than vein; femoral-femoral"
PVBY,CPT,35656,Vascular surgery,,"Bypass graft, with other than vein; femoral-popliteal"
PVBY,CPT,35671,Vascular surgery,,"Bypass graft, with other than vein; popliteal-tibial or -peroneal artery"
PVBY,CPT,35616,Vascular surgery,,"Bypass graft, with other than vein; subclavian-axillary"
PVBY,CPT,35518,Vascular surgery,,"Bypass graft, with vein; axillary-axillary"
PVBY,CPT,35522,Vascular surgery,,"Bypass graft, with vein; axillary-brachial"
PVBY,CPT,35521,Vascular surgery,,"Bypass graft, with vein; axillary-femoral"
PVBY,CPT,35533,Vascular surgery,,"Bypass graft, with vein; axillary-femoral-femoral"
PVBY,CPT,35525,Vascular surgery,,"Bypass graft, with vein; brachial-brachial"
PVBY,CPT,35523,Vascular surgery,,"Bypass graft, with vein; brachial-ulnar or -radial"
PVBY,CPT,35510,Vascular surgery,,"Bypass graft, with vein; carotid-brachial"
PVBY,CPT,35509,Vascular surgery,,"Bypass graft, with vein; carotid-contralateral carotid"
PVBY,CPT,35506,Vascular surgery,,"Bypass graft, with vein; carotid-subclavian or subcalvian-carotid"
PVBY,CPT,35508,Vascular surgery,,"Bypass graft, with vein; carotid-vertebral"
PVBY,CPT,35501,Vascular surgery,,"Bypass graft, with vein; common carotid-ipsilateral internal carotid"
PVBY,CPT,35566,Vascular surgery,,"Bypass graft, with vein; femoral-anterior tibial, posterior tibial, peroneal artery or other distal vessels"
PVBY,CPT,35558,Vascular surgery,,"Bypass graft, with vein; femoral-femoral"
PVBY,CPT,35556,Vascular surgery,,"Bypass graft, with vein; femoral-popliteal"
PVBY,CPT,35571,Vascular surgery,,"Bypass graft, with vein; popliteal-tibial, -peroneal artery or other distal vessels"
PVBY,CPT,35516,Vascular surgery,,"Bypass graft, with vein; subclavian-axillary"
PVBY,CPT,35511,Vascular surgery,,"Bypass graft, with vein; subclavian-subclavian"
PVBY,CPT,35570,Vascular surgery,,"Bypass graft, with vein; tibial-tibial, peroneal-tibial, or tibial/peroneal trunk-tibial"
PVBY,CPT,35686,Vascular surgery,,Creation of distal arteriovenous fistula during lower extremity bypass surgery (non-hemodialysis) 
PVBY,CPT,35585,Vascular surgery,,"In-situ vein bypass; femoral-anterior tibial, posterior tibial, or peroneal artery"
PVBY,CPT,35583,Vascular surgery,,In-situ vein bypass; femoral-popliteal
PVBY,CPT,35587,Vascular surgery,,"In-situ vein bypass; popliteal-tibial, peroneal"
PVBY,CPT,33889,Vascular surgery,,"Open subclavian to carotid artery transposition performed in conjunction with endovascular repair of descending thoracic aorta, by neck incision, unilateral"
PVBY,ICD-10-PCS,06130AY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,06134AY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061307Y,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,061347Y,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061309Y,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,061349Y,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06130KY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,06134KY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06130JY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,06134JY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06130ZY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein, Open Approach"
PVBY,ICD-10-PCS,06134ZY,Vascular surgery,,"Bypass Esophageal Vein to Lower Vein, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100AR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,06104AR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061007R,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,061047R,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061009R,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,061049R,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100KR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,06104KR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100JR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,06104JR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100ZR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery, Open Approach"
PVBY,ICD-10-PCS,06104ZR,Vascular surgery,,"Bypass Inferior Vena Cava to Left Pulmonary Artery, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100AP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,06104AP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061007P,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,061047P,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061009P,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,061049P,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100KP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,06104KP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100JP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,06104JP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk with Synthetic Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100ZP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk, Open Approach"
PVBY,ICD-10-PCS,06104ZP,Vascular surgery,,"Bypass Inferior Vena Cava to Pulmonary Trunk, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100AQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,06104AQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061007Q,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,061047Q,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,061009Q,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,061049Q,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100KQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,06104KQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100JQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,06104JQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,06100ZQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery, Open Approach"
PVBY,ICD-10-PCS,06104ZQ,Vascular surgery,,"Bypass Inferior Vena Cava to Right Pulmonary Artery, Percutaneous Endoscopic Approach"
PVBY,ICD-10-PCS,03120A5,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Arm Artery with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,312095,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Arm Artery with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,03120K5,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Arm Artery with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,03120J5,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Arm Artery with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,03120Z5,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Arm Artery, Open Approach"
PVBY,ICD-10-PCS,03120AC,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Leg Artery with Autologous Arterial Tissue, Open Approach"
PVBY,ICD-10-PCS,031209C,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Leg Artery with Autologous Venous Tissue, Open Approach"
PVBY,ICD-10-PCS,03120KC,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Leg Artery with Nonautologous Tissue Substitute, Open Approach"
PVBY,ICD-10-PCS,03120JC,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Leg Artery with Synthetic Substitute, Open Approach"
PVBY,ICD-10-PCS,03120ZC,Vascular surgery,,"Bypass Innominate Artery to Bilateral Lower Leg Artery, Open Approach"
