proc_code	description	base_name	component_name	count
LABYEB	"EBV AB PROFILE, SERUM"	YEB3	EBNA AB	15
LABYEB	"EBV AB PROFILE, SERUM"	YEB4	INTERPRETATION	15
LABYSTCL	"CHLORIDE, STOOL"	YSTCL2	TOTAL WEIGHT	15
LABYTETT	TETANUS TOXOID IGG AB	YTETT1	TETANUS TOXOID IGG AB	15
LABYTRAB	TSH RECEPTOR AB	YTRAB1	THYROTROPIN RECEPTOR AB	15
LABYUCC	COCAINE CONFIRMATION	YUBEGC	BENZOYLECGONINE	15
LABYUCC	COCAINE CONFIRMATION	YUCOIM	IMMUNOASSAY SCREEN	15
LABYUCC	COCAINE CONFIRMATION	YUCOIN	INTERPRETATION	15
10277R	HLA ORDER - PROSPECTIVE CROSSMATCH TESTING	10049R	HLA LAB TESTING STATUS	14
LAB11240R	MEASLES IGG	11241R	MEASLES IGG	14
LAB11618R	"HSV 1/2 PCR, AQUEOUS FLUID"	11777R	"HSV 1/2 PCR,AQUOUS FLUID"	14
LAB11858R	HEPTIMAX(R) HCV RNA	11856R	HEPTIMAX ? HCR  RNA IU/ML	14
LABHIBCV	"DONOR, HIV-1/HCV/HBV NAT TESTING"	11894R	DISCRIMINATORY TESTING	14
LAB12853R	"EVEROLIMUS, BLOOD"	12339R	EVEROLIMUS	14
LAB12796R	FLUCONAZOLE	12795R	FLUCONAZOLE	14
LABABIDI	AB ID	ABID2E	ANTIBODY ID ELUATE COMMENT	14
LABYACE	"ANGIOTENSIN CONVERTING ENZYME, SERUM"	ACE	ANGIOTESIN CONVERTING ENZYME	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	AMPHET	AMPHETAMINE	14
LABSMABY	ANTI-SM ANTIBODY	ASMQNT	ANTI-SM LEVEL	14
LABCENABY	ANTI CENTROMERE ANTIBODY	CENQNT	ANTI-CENTROMERE LEVEL	14
LABCLCR2	CHLAMYDIA MOLECULAR DETECTION	CHLAM	C.TRACHOMATIS RESULT:	14
LABCMVQL	"CMV DNA PCR QUAL, NON-BLOOD"	CMQDNA	CMV DNA	14
LABCMVQL	"CMV DNA PCR QUAL, NON-BLOOD"	CMVLIP	TEST DESCRIPTION	14
LABCMVQL	"CMV DNA PCR QUAL, NON-BLOOD"	CMVQSP	SPECIMEN	14
LABCOCC	"COCCIDIOIDES COMPLEMENT FIXATION, CSF"	COCC	COCCI CF AB (CSF)	14
LABFCULS	"FUNGAL CULTURE, SKIN/NAIL"	CULT	CULT/OTHER RSLT:	14
LABCYAB	CYSTICERCUS AB	CYABS	CYSTICERCUS AB	14
LABCYSI	"CYSTICERCOSIS, CSF AND SERUM"	CYSC	CYSTICERCOSIS-CSF	14
LABFCYST	CYSTICERCUS IGG AB	CYSIGG	CYSTICERCUS LGG AB	14
LABCLCR2	CHLAMYDIA MOLECULAR DETECTION	DCL4	TEST INFORMATION	14
LABFDIFF	"DIFFERENTIAL, BODY FLUID"	FCMT	FLUID COMMENT	14
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	FSTVTTDTNT	FASTVT TACHY ZONE DETECTION INTERVAL	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1DI	DISCLAIMER	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1IN	INTERPRETATION	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1M	NEURAMINIDASE  H275Y MUTATION	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1MT	METHOD	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1R	2009 INFLUENZA A(H1N1) RNA	14
LABH1N1PC	"2009 H1N1 PCR, H274Y MUTATION"	H1N1SP	SPECIMEN	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHCO	COMMENT	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHDI	DISCLAIMER	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHDX	CLINICAL INDICATION	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHIN	INTERPRETATION	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHMD	INTERPRETED BY	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHME	METHOD	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHPR	PRIMERS	14
LABHCHGA	HEMOCHROMATOSIS GENOTYPING ANALYSIS	HCHRE	RESULT	14
LABHIBCV	"DONOR, HIV-1/HCV/HBV NAT TESTING"	HIBCV1	DONOR HIV/HBV/HCV RESULT	14
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTAMSEP	ICD DETECTIONS AND TREATMENTS AMS EPISODES	14
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDEVLDATE	ICD DATE OF EVENT	14
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDTLIMPRV	ICD TEL LEAD IMPEDANCE RIGHT VENT	14
LABLEISAB	"LEISHMANIA AB, IFA"	LBRAG	"L BRAZILIENSIS,IGG"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LBRAM	"L BRAZILIENSIS,IGM"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LDONG	"L DONOVANI,IGG"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LDONM	"L DONOVANI,IGM"	14
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	LEADIMPDTE	LEAD IMPLANT DATE	14
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	LEADMFR	LEAD MANUFACTURER	14
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	LEADMODEL	LEAD MODEL	14
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	LEADSERNUM	LEAD SERIAL NUMBER	14
210993281	"PM DEVICE EVAL,BIV,W/REPROGRAMMING"	LEADTYPE	LEAD TYPE	14
LABLEISAB	"LEISHMANIA AB, IFA"	LMEXG	"L MEXICANA,IGG"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LMEXM	"L MEXICANA,IGM"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LTROG	"L TROPICA,IGG"	14
LABLEISAB	"LEISHMANIA AB, IFA"	LTROM	"L TROPICA,IGM"	14
LABCBCS	CBC WITH DIFF AND SLIDE REVIEW	LYMPHM	LYMPHOMA CELLS	14
LABRBCMOR	"RBC MORPHLOGY, COMPLETE"	MORPH	MORPHOLOGY	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	MTAM	METHAMPHETAMINE	14
LABOF	OSMOTIC FRAGILITY	OFINT	INTERPRETATION	14
EKG6	ECG SIGNAL AVERAGED	PAXIS	P AXIS	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE01	S.PNEUMO SEROTYPE 1 (1)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE12	S.PNEUMO SEROTYPE 12 (12F)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE14	S.PNEUMO SEROTYPE 14 (14)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE19	S.PNEUMO SEROTYPE 19 (19F)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE23	S.PNEUMO SEROTYPE 23 (23F)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE26	S.PNEUMO SEROTYPE 26 (6B)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE3	S.PNEUMO SEROTYPE 3 (3)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE4	S.PNEUMO SEROTYPE 4 (4)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE51	S.PNEUMO SEROTYPE 51 (7F)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE56	S.PNEUMO SEROTYPE 56 (18C)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE8	S.PNEUMO SEROTYPE 8 (8)	14
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNE9	S.PNEUMO SEROTYPE 9 (9N)	14
LABTBP69	TRANSFUSION BLOOD PRODUCT 70	PRO	PRODUCT ID  	14
LABTBP70	TRANSFUSION BLOOD PRODUCT 71	PRO	PRODUCT ID  	14
LABTBP71	TRANSFUSION BLOOD PRODUCT 72	PRO	PRODUCT ID  	14
LABPRO6MP	PRO-PREDICT ENZACT	PRO6MR	PRO-PREDICT ENZACT	14
10277R	HLA ORDER - PROSPECTIVE CROSSMATCH TESTING	RINFO	TO FIND RESULT:	14
LABFCULS	"FUNGAL CULTURE, SKIN/NAIL"	RPT	RPT	14
210993284	"ICD DEVICE EVAL,BIV,W/REPROGRAMMING"	RVBRSENR	RV BRADY SENSING REFRACTORY PERIOD	14
LABFCULS	"FUNGAL CULTURE, SKIN/NAIL"	SDES	SPECIMEN	14
LABCLCR2	CHLAMYDIA MOLECULAR DETECTION	SDES4	SPECIMEN	14
LABTBP69	TRANSFUSION BLOOD PRODUCT 70	SI	<<STATUS>>  	14
LABTBP70	TRANSFUSION BLOOD PRODUCT 71	SI	<<STATUS>>  	14
LABTBP71	TRANSFUSION BLOOD PRODUCT 72	SI	<<STATUS>>  	14
LABFCULS	"FUNGAL CULTURE, SKIN/NAIL"	SREQ	COMMENTS	14
LABSSAABY	RO AB	SSA	"SS-A/RO AB, IGG, SERUM"	14
LABTXCAB	TOXOCARA AB ELISA	TOXOC1	TOXOCARA ANTIBODY	14
LABTBP67	TRANSFUSION BLOOD PRODUCT 68	UBT	UNIT BLOOD TYPE  	14
LABTBP67	TRANSFUSION BLOOD PRODUCT 68	UNT	UNIT NUMBER  	14
LABEBVC	EBV CAPSID AG	VCAA	VCA IGA	14
LABTBP17	TRANSFUSION BLOOD PRODUCT 18	VL	PRODUCT VOLUME	14
LABXHIA	HUMAN INSULIN ANTIBODY	XHIAB	HUMAN INSULIN ANTIBODY	14
LABYITRA	ITRACONAZOLE LEVEL	YITR3	ITRACONAZOLE + HYDROZYITRACONAZOLE	14
LABYLYSO	"LYSOZYME, PLASMA"	YLYSOZ	LYSOZYME	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUAMIM	IMMUNOASSAY SCREEN	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUAMIN	INTERPRETATION	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUMDA	MDA BY GC/MS	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUMDMA	MDMA (ECSTASY) BY GC/MS	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUPSGC	PSEUDOEPHEDRINE/EPHEDRINE	14
LABYUAMC	"AMPHETAMINES CONFIRMATION, URINE"	YUPTGC	PHENTERMINE BY GC/MS	14
LAB11858R	HEPTIMAX(R) HCV RNA	11857R	HEPTIMAX ? HCR  LOGIU IU/ML	13
LAB12050R	RICKETTSIA AB PNL W/RFLX TITER	12052R	RMSF IGM	13
LAB12050R	RICKETTSIA AB PNL W/RFLX TITER	12053R	R.TYPHI IGG	13
LAB12050R	RICKETTSIA AB PNL W/RFLX TITER	12054R	R.TYPHI IGM	13
LAB12090R	"HE4, OVARIAN CANCER MONITORING"	12105R	"HE4, OVARIAN CANCER MONITORING"	13
LABYDROTC	DRUG SCREEN PRESCRIPTION / OTC	12194R	DRUGS DETECTED:	13
LABYDROTC	DRUG SCREEN PRESCRIPTION / OTC	12195R	SUSPECT DRUG	13
LAB12234R	VOLATILES	12235R	12235R	13
LAB11067R	17OH PROG	17OHPROG	17-OH PROGESTERONE	13
10375R	HLA - STR/CHIMERISM TESTING	9482R	LOCUS 8	13
LABPLTAGG	PLATELET AGGREGATION	ADP5	ADP 5 UM	13
LAB11021R	ADRENAL AB	ADRAB	ADRENAL ANTIBODY	13
LABPLTAGG	PLATELET AGGREGATION	AGGDIR	INTERPRETED BY	13
LABYALDO	"ALDOLASE, SERUM"	ALDOLASE	"ALDOLASE, SERUM"	13
LABYALDOS	"ALDOSTERONE, SERUM"	ALDOSTR	"ALDOSTERONE, SERUM"	13
LABCANNAB	"NEURONAL NUCLEAR AB, CSF"	ANTIHU	ANTI-HU	13
LABPLTAGG	PLATELET AGGREGATION	ARA500	ARACHIDONIC ACID 500 UG/ML	13
LABCANNAB	"NEURONAL NUCLEAR AB, CSF"	ARI	ANTI-RI	13
LABCANNAB	"NEURONAL NUCLEAR AB, CSF"	CANNA3	"NEURONAL NUCLEAR AB, CSF"	13
LABBMCD34	"CD34 PANEL, BONE MARROW"	CD34BMPC	"%CD34, BONE MARROW"	13
LABBMCD34	"CD34 PANEL, BONE MARROW"	CD34DS	DISCLAIMER	13
LABFLCL	"CHLORIDE, FLUID"	CLFLD	"CHLORIDE, FLUID"	13
LABFLCL	"CHLORIDE, FLUID"	CLFLS	SOURCE	13
LABBMPTP	BMT PRETRANSPLANT PANEL	CMGQNT	CMV IGG LEVEL	13
LABPLTAGG	PLATELET AGGREGATION	COLL25	COLLAGEN 2.5 UG/ML	13
LABCYSCSF	"CYSTICERCUS AB REFLEX PANEL, CSF"	CYSTAB	"CYSTICERCUS AB(CSF),ELISA"	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	DEVTYPE	DEVTYPE	13
LABYDHEAS	"DEHYDROEPIANDROSTERONE, SULFATE"	DHS	DEHYDROEPIANDROSTERONE SULFATE	13
LABTBP58	TRANSFUSION BLOOD PRODUCT 59	DI	ISSUE DATE/TIME	13
LABTBP62	TRANSFUSION BLOOD PRODUCT 63	DI	ISSUE DATE/TIME	13
LABPLTAGG	PLATELET AGGREGATION	EPI5	EPINEPHRINE 5 UM	13
LABPLTAGG	PLATELET AGGREGATION	EPIN10	EPINEPHRINE 10 UM	13
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	FSTVTTQRSM	FASTVT TACHY ZONE QRS MORPHOLOGY CRITERIA	13
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	FSTVTTZNRT	FASTVT TACHY ZONE RATE STABILITY CRITERIA	13
LABHSVPCR	"HERPES SIMPLEX PCR, CSF"	HSVRM	CLINICAL REMARKS	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDBRADYDP	BRADY DEPENDANCY	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDBRLOWRT	BRADY LOWER RATE	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDBRPACMD	BRADY PACING MODE	13
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	ICDDTATPVT	ICD DETECTIONS AND TREATMENTS ATP EPISODES VENTRICULAR	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDDTPACVT	ICD DETECTIONS AND TREATMENTS PACING VENTRICULAR	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDRHYTHM	ICD RHYTHM	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDTAVFDTI	ICD TACHY VF DETECTION INTERVAL	13
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDTLBTVLT	ICD TEL BATTERY VOLTAGE	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDTLIMPHV	ICD TEL LEAD IMPEDANCE HIGH VOLT	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	IMPDATE	IMPLANT DATE	13
LABREF4	LAB UNLISTED 4	LAB4	REFERENCE LAB	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	MFR	MANUFACTURER	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	MOD	MODEL	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKDI	DISCLAIMER	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKDX	CLINICAL INDICATION	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKMD	INTERPRETED BY	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKME	METHOD	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKRE	RESULT	13
LABNJAK2	"JANUS KINASE 2 V617F MUTATION, NON-BLOOD"	NJAKSP	SPECIMEN SOURCE	13
LABTBP72	TRANSFUSION BLOOD PRODUCT 73	PRO	PRODUCT ID  	13
LABTBP73	TRANSFUSION BLOOD PRODUCT 74	PRO	PRODUCT ID  	13
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RATHRSENMP	RA THRESHOLD SENSING AMPLITUDE	13
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RATHRSPOL	RA THRESHOLD SENSING POLARITY	13
LABREF4	LAB UNLISTED 4	RESUL4	RESULT	13
LABRF	RHEUMATOID FACTOR	RHFT	RHEUMATOID FACTOR LEVEL	13
LABPLTAGG	PLATELET AGGREGATION	RIS12	RISTOCETIN 1.2 MG/ML	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	RVBRPACA	RV BRADY PACING AMPLITUDE	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	RVBRPACW	RV BRADY PACING PULSE WIDTH	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	RVBRSENA	RV BRADY SENSING AMPLITUDE	13
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	SERNUM	SERIAL NUMBER	13
LABTBP72	TRANSFUSION BLOOD PRODUCT 73	SI	<<STATUS>>  	13
LABTBP73	TRANSFUSION BLOOD PRODUCT 74	SI	<<STATUS>>  	13
210993283	"ICD DEVICE EVAL,DUAL,W/REPROGRAMMING"	SLWVTTQRSM	SLOWVT TACHY ZONE QRS MORPHOLOGY CRITERIA	13
LABTBP28	TRANSFUSION BLOOD PRODUCT 29	SPEXP	SPECIMEN EXPIRATION DATE/TIME	13
LABTBP29	TRANSFUSION BLOOD PRODUCT 30	SPEXP	SPECIMEN EXPIRATION DATE/TIME	13
LABREF4	LAB UNLISTED 4	SPTY4	SPECIMEN TYPE	13
LABREF4	LAB UNLISTED 4	TEST4	TEST NAME	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	TIMEU	COLLECTION PERIOD	13
LABYSTRYP	"TRYPSIN, FECAL"	TRYPSINSTL	"TRYPSIN, FECAL"	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	UCR	"CREATININE, URINE"	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	UCR	"CREATININE, URN"	13
LABURMAG	"MAGNESIUM, URINE (RANDOM)"	UMG	"MAGNESIUM, URINE"	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	UVOL	VOLUME	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	VMA	VMA	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	VMAINT	VMA INTRP	13
LABUVMA	"VANILLYMANDELIC ACID, URINE"	VMAUR	"VMA, URINE"	13
LABYAMIO	AMIODARONE	YAMIOD	AMIODARONE	13
LABYBLAS	BLASTOMYCES AB	YBLAS2	BLASTOMYCES COMPLEMENT FIXATION	13
LABYC4F	C4 COMPLEMENT FUNCTIONAL	YC4FUN	"C4 COMPLEMENT, FUNCT"	13
LABYAMIO	AMIODARONE	YDESET	DESETHYLAMIODARONE	13
LABYHMPVP	HUMAN METAPNEUMOVIRUS PCR	YHMP1	HUMAN METAPNEUMOVIRUS PCR	13
LABYHMPVP	HUMAN METAPNEUMOVIRUS PCR	YHMP2	SOURCE	13
LABYUALA	"AMINOLEVULINIC ACID, URINE"	YUALA1	"AMINOLEVULINIC ACID, URINE"	13
LAB11607R	"COENZYME Q10, REDUCED & TOTAL"	11760R	COQ10 REDUCED	12
LAB11607R	"COENZYME Q10, REDUCED & TOTAL"	11761R	COQ10 TOTAL	12
LAB11607R	"COENZYME Q10, REDUCED & TOTAL"	11762R	COQ10 % REDUCED	12
LAB11607R	"COENZYME Q10, REDUCED & TOTAL"	11763R	INTERPRETATION	12
LAB11860R	VASCULAR ENDOTHELIAL GROW.FACT	11859R	VEGF	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12363R	"ANNA-1, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12364R	"ANNA-2, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12365R	"ANNA-3, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12366R	"AGNA-1,CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12367R	"PCA-1, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12368R	"PCA-2, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12369R	"AMPHIPHYSIN AB, CSF"	12
LAB12362R	PARANEOPLASTIC AUTOANTIBODY	12370R	"CRMP-5-IGG, CSF"	12
LABYSTCL	"CHLORIDE, STOOL"	12577R	"CHLORIDE, STOOL, RANDOM"	12
10375R	HLA - STR/CHIMERISM TESTING	9518R	% DONOR- MARROW WHOLE	12
10375R	HLA - STR/CHIMERISM TESTING	9558R	% RECIPIENT- MARROW WHOLE	12
LABTYPSNI	TYPE AND SCREEN	ABORH	ABO/RH CORD	12
LABTYPSNI	TYPE AND SCREEN	ABORH	ABO/RH FRONT TYPE	12
LABTYPSNI	TYPE AND SCREEN	ABORH	ABO/RH STILLBORN	12
LABARS	"ARSENIC, WHOLE BLOOD"	ARS	"ARSENIC, BLOOD"	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	B2M	BETA-2-MICROGLOB	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	B2MCREAT	BETA-2-MICROGLOB/CRT	12
LABCD34	"CD34 PANEL, BLOOD"	BCD34V	CD34+ PROGENITOR VIABILITY	12
LABCRDVBG	"VENOUS BLOOD GASES, CORD BLOOD"	BDVC	"CORD BASE DEFICIT, VEN"	12
LABCD34	"CD34 PANEL, BLOOD"	CD45PV	CD45+ VIABILITY	12
LABCRTINE	"CREATINE, SERUM"	CRTNR	"CREATINE, PLASMA"	12
LABDPARE	DIRECT PARASITE EXAM	CULT	CULT/OTHER RSLT:	12
LABROVRE	VRE SCREEN	CULT	CULT/OTHER RSLT:	12
LABCYSI	"CYSTICERCOSIS, CSF AND SERUM"	CYSS	CYSTICERCOSIS-SERUM	12
LABTBP59	TRANSFUSION BLOOD PRODUCT 60	DI	ISSUE DATE/TIME	12
LABTBP60	TRANSFUSION BLOOD PRODUCT 61	DI	ISSUE DATE/TIME	12
LABTBP63	TRANSFUSION BLOOD PRODUCT 64	DI	ISSUE DATE/TIME	12
POC12	POC GASTRIC - OCCULT BLOOD EXAM (UNIT PERFORMED)	GASLOT	GASTROCCULT LOT#	12
LABCSFGL	"GLUCOSE, CSF"	GLCSTN	TUBE NUMBER	12
LABCRDVBG	"VENOUS BLOOD GASES, CORD BLOOD"	HCO3VC	"CORD HCO3, VEN"	12
LABABC	AUTOMATED BLOOD COUNT	HCT	HEMATOCRIT	12
LABABC	AUTOMATED BLOOD COUNT	HGB	HEMOGLOBIN	12
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	ICDDTATFIB	ICD DETECTIONS AND TREATMENTS ATRIAL FIBRILLATION	12
210993282	"ICD DEVICE EVAL,SNGL,W/ REPROGRAMMING"	ICDTAVFTXC	ICD TACHY VF THERAPY CONFIGURATION	12
LAB11043R	IGD	IGD	"IGD, SERUM"	12
LABABC	AUTOMATED BLOOD COUNT	MCH	MCH	12
LABABC	AUTOMATED BLOOD COUNT	MCHC	MCHC	12
LABABC	AUTOMATED BLOOD COUNT	MCV	MCV	12
LABMERC	"MERCURY, WHOLE BLOOD"	MERC	"MERCURY, BLOOD"	12
LABADIFF	DIFFERENTIAL	MORPH	MORPHOLOGY	12
LABCRDVBG	"VENOUS BLOOD GASES, CORD BLOOD"	PCO2VC	"CORD PCO2, VEN"	12
VSC02	VSC CAROTID VERTEBRAL ARTERY ULTRASOUND	PDF	PDF RESULT	12
LABHITPNL	HEPARIN INDUCED THROMBOCYTOPENIA PANEL	PF4IGG	PF4 IGG ONLY OD	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	PHFMS	PH METABOLIC SCRN	12
LABCRDVBG	"VENOUS BLOOD GASES, CORD BLOOD"	PHVCD	"CORD PH, VEN"	12
LABABC	AUTOMATED BLOOD COUNT	PLT	PLATELET COUNT	12
LABPNAB	PNEUMOCOCCAL AB (PNEUMOVAX RESPONSE)	PNAB1	PNEUMOCOCCAL AB (PNEUMOVAX)	12
LABCRDVBG	"VENOUS BLOOD GASES, CORD BLOOD"	PO2VC	"CORD PO2, VEN"	12
LABTBP74	TRANSFUSION BLOOD PRODUCT 75	PRO	PRODUCT ID  	12
LABPGN	PROGESTERONE	PROGES	PROGESTERONE	12
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RATHRAMP	RA THRESHOLD AMPLITUDE	12
210993289	"ICD DEVICE EVAL,BIV,W/OUT REPROG"	RATHRDUR	RA THRESHOLD DURATION	12
LABABC	AUTOMATED BLOOD COUNT	RBC	RBC	12
LABABC	AUTOMATED BLOOD COUNT	RDW	RDW	12
LABDPARE	DIRECT PARASITE EXAM	RPT	RPT	12
LABROVRE	VRE SCREEN	RPT	RPT	12
LABDPARE	DIRECT PARASITE EXAM	SDES	SPECIMEN	12
LABROVRE	VRE SCREEN	SDES	SPECIMEN	12
LABTBP74	TRANSFUSION BLOOD PRODUCT 75	SI	<<STATUS>>  	12
LABSICKL	SICKLE CELL PREP	SICKL	SICKLE CELL PREP	12
LABADIFF	DIFFERENTIAL	SLREV	SLIDE REVIEW	12
LABYSOMAT	SOMATOSTATIN	SOMATOSTATIN	SOMATOSTATIN	12
LABTBP30	TRANSFUSION BLOOD PRODUCT 31	SPEXP	SPECIMEN EXPIRATION DATE/TIME	12
LABDPARE	DIRECT PARASITE EXAM	SREQ	COMMENTS	12
LABROVRE	VRE SCREEN	SREQ	COMMENTS	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	UCR	"CREATININE, URN"	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	UT	COLLECTION PERIOD	12
LABVHHA	VH HYPERMUTATION ASSAY	VHDI	DISCLAIMER	12
LABVHHA	VH HYPERMUTATION ASSAY	VHDX	CLINICAL INDICATION	12
LABVHHA	VH HYPERMUTATION ASSAY	VHIN	INTERPRETATION	12
LABVHHA	VH HYPERMUTATION ASSAY	VHMD	INTERPRETED BY	12
LABVHHA	VH HYPERMUTATION ASSAY	VHME	METHOD	12
LABVHHA	VH HYPERMUTATION ASSAY	VHRE	RESULT	12
LABUB2MG	"BETA - 2 - MICROGLOBULIN, URINE"	VOL	VOLUME	12
LABABC	AUTOMATED BLOOD COUNT	WBC	WBC	12
LABTBP48	TRANSFUSION BLOOD PRODUCT 49	XMR	UNIT CROSSMATCH  	12
LABYHAET	HEMOPHILUS INFLUENZA IGG	YHAET1	"HAEMOPHILUS INFLU B AG,IGG"	12
