base_name	description	display_name	count
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	QUANTIFERON FOR LATENT TB INFECTION	115
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	Quantiferon Test For Latent TB	43
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	Quantiferon for Latent TB Infection	38
LABQFTBG	TB BY QUANTIFERON	QUANTIFERON FOR LATENT TB INFECTION	23
LABQFTBG	QUANTIFERON FOR LATENT TB INFECTION	QUANTIFERON FOR LATENT TB INFECTION	20
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	QuantiFERON for Latent TB Infection	8
LABQFTBG	TB BY QUANTIFERON	Quantiferon Test For Latent TB	6
LABQFTBG	QUANTIFERON FOR LATENT TB INFECTION	Quantiferon for Latent TB Infection	5
LABQFTBG	QUANTIFERON TEST FOR LATENT TB		3
LABQFTBG	QUANTIFERON TEST FOR LATENT TB	Quantiferon Test for Latent TB	2
LABQFTBG	TB BY QUANTIFERON	Quantiferon for Latent TB Infection	1
LABQUECORSL	QUEST - CORTISOL, SERUM LC/MS/MS		1
LABQUECU24H	CREATININE, URINE/24 HR (QUEST)		1
LABQUEPT	QUEST - PROTHROMBIN TIME (PT)		2
LABRAAS	RHEUMATOID ARTHRITIS AB SCREEN	Rheumatoid Arthritis Ab Screen	55
LABRBCENZ	RED CELL ENZYMES	Red Cell Enzymes	4
LABRBCENZ	RED CELL ENZYMES		2
LABRBCFOL	FOLATE, RBC	Folate, RBC	4287
LABRBCFOL	FOLATE, RBC		490
LABRBCMOR	RBC MORPHLOGY, COMPLETE	RBC Morphlogy, Complete	34
LABRBCMOR	RBC MORPHLOGY, COMPLETE		2
LABRBCPH	RBC PHENOTYPE		98
LABRBCPH	RBC PHENOTYPE	RBC Phenotype	68
LABRBP	RETINOL BINDING PROTEIN	Retinol Binding Protein	4
LABRDATAC	REVERSE TO COOMBS A CELLS	Reverse To Coombs A Cells	64
LABRDATAC	REVERSE TO COOMBS A CELLS		44
LABRDATBC	REVERSE TO COOMBS B CELLS	Reverse To Coombs B Cells	18
LABRDATBC	REVERSE TO COOMBS B CELLS		14
LABREF1	LAB UNLISTED 1	Lab Unlisted 1	3963
LABREF1	LAB UNLISTED 1		1360
LABREF1	LAB UNLISTED 1	HLA and DR typing (Lab Unlisted 1) HLA Antibody Screen send with HLA requisition provided by transplant team	26
LABREF1	LAB UNLISTED 1	HLA and DR typing (Lab Unlisted 1) Fill out and send Req to patient	4
LABREF1	LAB UNLISTED 1	HLA B57	2
LABREF1	LAB UNLISTED 1	Athena Labs - Lab Unlisted 1	1
LABREF1	LAB UNLISTED 1	Cytology - Lab Unlisted 1	1
LABREF2	LAB UNLISTED 2	Lab Unlisted 2	386
LABREF2	LAB UNLISTED 2		100
LABREF3	LAB UNLISTED 3	Lab Unlisted 3	153
LABREF3	LAB UNLISTED 3		30
LABREF4	LAB UNLISTED 4	Lab Unlisted 4	44
LABREF4	LAB UNLISTED 4		10
LABREF5	LAB UNLISTED 5	Lab Unlisted 5	16
LABREF5	LAB UNLISTED 5		6
LABREF6	LAB UNLISTED 6	Lab Unlisted 6	18
LABREF6	LAB UNLISTED 6		2
LABREPT	REPTILASE TIME		1872
LABREPT	REPTILASE TIME	Reptilase Time	1560
LABRESP	RESPIRATORY CULTURE	Respiratory Culture	25310
LABRESP	RESPIRATORY CULTURE		8774
LABRESP	RESPIRATORY CULTURE	Respiratory Culture, Expectorated Sputum	3320
LABRESP	RESPIRATORY CULTURE	Respiratory Culture, Induced Sputum	2357
LABRESP	RESPIRATORY CULTURE	Respiratory Culture, Tracheal Aspirate	2058
LABRESP	RESPIRATORY CULTURE	RESPIRATORY CULTURE	806
LABRESP	RESPIRATORY CULTURE	Respiratory Culture with Gram Stain	427
LABRESP	RESPIRATORY CULTURE	Respiratory Culture with Gram stain	412
LABRESP	RESPIRATORY CULTURE	Respiratory culture with gram stain	67
LABRESPCR	RESPIRATORY VIRUS PCR PANEL	RESPIRATORY VIRUS PCR PANEL	1416
LABRESPCR	RESPIRATORY VIRUS PCR PANEL	Respiratory Virus PCR Panel	1275
LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	Respiratory Culture And Gram Stain	5889
LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN		2654
LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	Respiratory Culture with Gram stain, Bronchoalveolar Lavage	265
LABRESPG	RESPIRATORY CULTURE AND GRAM STAIN	Respiratory Culture with Gram stain	2
LABRETIC	RETICULOCYTE COUNT AUTOMATED	Reticulocyte Count Automated	11451
LABRETIC	RETICULOCYTE COUNT AUTOMATED		1572
LABRETIC	RETICULOCYTE COUNT AUTOMATED	Reticulopyte count, automated	387
LABRETIC	RETICULOCYTE COUNT AUTOMATED	Reticulopyte Count, Automated	16
LABRETIC	RETICULOCYTE COUNT AUTOMATED	Reticulocyte Count, Automated	7
LABRF	RHUEMATOID FACTOR	Rheumatoid Factor, Serum	888
LABRF	RHUEMATOID FACTOR	Rheumatoid Factor	695
LABRF	RHUEMATOID FACTOR		168
LABRF	RHEUMATOID FACTOR	Rheumatoid Factor, Serum	137
LABRF	RHEUMATOID FACTOR	Rheumatoid Factor	117
LABRF	RHUEMATOID FACTOR	Rheumatoid factor, serum	18
LABRFRPT	REFERENCE REPORT		2140
LABRFRPT	REFERENCE REPORT	Reference Report	2021
LABRHTYP	RH BLOOD TYPE		2
LABRIPA	RISTOCETIN INDUCED PLATELET AGGREGATION	Ristocetin Induced Platelet Aggregation	41
LABRIPA	RISTOCETIN INDUCED PLATELET AGGREGATION		2
LABRIST	RISTOCETIN COFACTOR	Ristocetin Cofactor	237
LABRIST	RISTOCETIN COFACTOR		32
LABRITUX	RITUXAN PANEL	Rituxan Panel	977
LABRITUX	RITUXAN PANEL		42
LABRITUX	RITUXAN PANEL	RITUXAN PANEL	2
LABRMPCR	RSV/MPV PCR	RSV/MPV PCR	14
LABRMPCR	RSV/MPV PCR		6
LABRNPABY	ANTI-RNP ANTIBODY	Anti-RNP Antibody	365
LABRNPABY	RNP AB, IGG	RNP Ab, IgG	9
LABRNPABY	ANTI-RNP ANTIBODY		8
LABROACAN	ACANTHAMOEBA CULTURE	Acanthamoeba culture	4
LABROACAN	ACANTHAMOEBA CULTURE		2
LABROGC	GC CULTURE SCREEN	GC Culture Screen	211
LABROGC	GC CULTURE SCREEN		34
LABROMRS	MRSA SCREEN	MRSA Screen	111582
LABROMRS	MRSA SCREEN		31576
LABROMRSP	R/O MRSA BY PCR	R/O MRSA by PCR	2
LABROMSP	MICROSPORIDIUM SCREEN	Microsporidium Screen	350
LABROMSP	MICROSPORIDIUM SCREEN		114
LABROMSP	MICROSPORIDIUM SCREEN	Microsporidium Screen, Stool	92
LABROPK	ISOSPORA/CYCLOSPORA SCREEN	R/O Parasite Kinyoun	451
LABROPK	ISOSPORA/CYCLOSPORA SCREEN		114
LABROPK	ISOSPORA/CYCLOSPORA SCREEN	Isospora/Cyclospora Screen, stool	94
LABROSBBP	R/O STREP BETA GP B BY PCR	R/O Strep Beta Gp B by PCR	30
LABROSBBP	R/O STREP BETA GP B BY PCR		4
LABROSTRO	STRONGYLOIDES CULTURE	Strongyloides culture	78
LABROSTRO	STRONGYLOIDES CULTURE		12
LABROVRE	VRE SCREEN	VRE Screen	37
LABROVRE	VRE SCREEN		18
LABRP	RENAL FUNCTION PANEL	Renal Function Panel	352
LABRP	RENAL FUNCTION PANEL		16
LABRPRQL	RPR QUALITATIVE	RPR Qualitative	1597
LABRPRQL	RPR QUALITATIVE		840
LABRPRQL	RPR QUALITATIVE	RPR Qualitative  (lab reflux VDRL if positive)  [LABRPRQL]	3
LABRPRQT	RPR QUANTITATIVE	RPR Quantitative	1435
LABRPRQT	RPR QUANTITATIVE		44
LABRSVPCR	RSV PCR	RSV PCR	19
LABRSVPCR	RSV PCR		8
LABRUB	RUBELLA AB IGG	Rubella Ab IgG	52
LABRUB	RUBELLA AB IGG		6
LABRUBG	RUBELLA IGG ANTIBODY	Rubella IgG Antibody	6
LABRUBM	RUBELLA AB IGM	Rubella Ab IgM	2
LABSALCOR	CORTISOL, SALIVA	CORTISOL, SALIVA	29
LABSALCOR	CORTISOL, SALIVA	Cortisol, Saliva	14
LABSALICY	SALICYLATE LEVEL	Salicylate Level	4745
LABSALICY	SALICYLATE LEVEL		554
LABSALICY	SALICYLATE LEVEL	Salicylate	64
LABSCHIG	SCHISTOSOMA IGG AB ELISA	Schistosoma IgG Ab Elisa	123
LABSCHIG	SCHISTOSOMA IGG AB ELISA		2
LABSCLABY	ANTI-SCL70 ANTIBODY	Anti-Scl70 Antibody	350
LABSCLABY	ANTI-SCL70 ANTIBODY	AutoAb To Scl 70	12
LABSCLABY	ANTI-SCL70 ANTIBODY		10
LABSCLABY	SCL 70 AB	SCL 70 AB	9
LABSCLABY	SCL 70 AB		1
LABSCMV	CMV SHELL VIAL CULTURE		2752
LABSCMV	CMV SHELL VIAL CULTURE	CMV Shell Vial Culture	541
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, CSF	428
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, Bronchoalveolar Lavage	76
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, Pleural Fluid	40
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV	10
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, Pericardial Fluid	10
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, Peritoneal  Fluid	10
LABSCMV	CMV SHELL VIAL CULTURE	Shell Vial Culture: CMV, Bone Marrow	4
LABSEZ	SEZARY CELL SCREEN	Sezary Cell Screen	4
LABSEZ	SEZARY CELL SCREEN		2
LABSEZPNL	SEZARY PANEL	Sezary Panel	14
LABSEZPNL	SEZARY PANEL		2
LABSF3B1	SF3B1 MUTATION ANALYSIS	SF3B1 Mutation Analysis	2
LABSFCORT	CORTISOL FREE, SERUM	Cortisol Free, Serum	90
LABSFCORT	CORTISOL FREE, SERUM		10
LABSHIV12	RAPID HIV-1/2 ANTIBODY	RAPID HIV-1/2 ANTIBODY	427
LABSHIV12	RAPID HIV-1/2 ANTIBODY		100
LABSHIVAB	RAPID HIV-1 AB	Rapid HIV-1 Ab	78
LABSHIVAB	RAPID HIV-1 AB		28
LABSHSTGS	SHC STAT GRAM STAIN		6
LABSHSTGS	SHC STAT GRAM STAIN	SHC STAT Gram Stain	2
LABSHSV	HSV SHELL VIAL CULTURE		2
LABSICKL	SICKLE CELL PREP	Sickle Cell Prep	28
LABSIROL	SIROLIMUS LEVEL	Sirolimus Level	3429
LABSIROL	SIROLIMUS LEVEL		472
LABSIROL	SIROLIMUS LEVEL	Sirolimus	78
LABSIROL	SIROLIMUS LEVEL	Sirolimus 24 hour Trough	2
LABSIROL	SIROLIMUS LEVEL	Sirolimus Level/Rapamune (Target Level:  5-7 ng/ml)	2
LABSLHELD	SLIDE HELD FOR REVIEW	Slide Held for Review	5742
LABSLHELD	SLIDE HELD FOR REVIEW		4126
LABSLIDE	SLIDE SAVE FOR CLINICIAN	Slide Save for Clinician	42
LABSLIDE	SLIDE SAVE FOR CLINICIAN		4
LABSLINTP	SLIDE INTERPRETATION BY PATHOLOGIST	Slide Interpretation by Pathologist	89
LABSLINTP	SLIDE INTERPRETATION BY PATHOLOGIST		12
LABSMABY	ANTI-SM ANTIBODY	Anti-Sm Antibody	326
LABSMABY	ANTI-SM ANTIBODY		6
LABSMABY	AUTOANTIBODIES TO SM	AutoAb To SM	2
LABSNA	SPECIFIC ANA PANEL	Specific ANA Panel	43
LABSNP	SENSORIMOTOR PROFILE	Sensorimotor Profile	2
LABSPAGD	S. PNEUMONIAE AG DETECTION LA	S. Pneumoniae Ag Detection LA	244
LABSPAGD	S. PNEUMONIAE AG DETECTION LA		50
LABSPE	PROTEIN ELECTROPHORESIS	Protein Electrophoresis	300
LABSPE	PROTEIN ELECTROPHORESIS		22
LABSPIE	PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM	Protein Immunofix Electrophoresis, Serum	3296
LABSPIE	PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM		206
LABSPIE	PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM	Serum Protein Immunofix Electrophoresis	17
LABSPIE	PROTEIN IMMUNOFIX ELECTROPHORESIS, SERUM	Serum protein immunofix electrophoresis	6
LABSPLAC	SEPSIS PROTOCOL LACTATE	Sepsis Protocol Lactate	14089
LABSPR	SPECIMEN REMARK		323942
LABSPR	SPECIMEN REMARK	Specimen Remark	178398
LABSSAABY	ANTI-RO ANTIBODY	Anti-Ro Antibody	454
LABSSAABY	RO AB	RO AB	14
LABSSAABY	ANTI-RO ANTIBODY	Autoantibodies to Ss-A/Ro	10
LABSSBABY	ANTI-LA ANTIBODY	Anti-La Antibody	446
LABSSBABY	LA AB	LA AB	15
LABSSBABY	ANTI-LA ANTIBODY	Autoantibodies to Ss-B/La	10
LABSTAND	STANDARD PRE TRANSPLANT PANEL	Standard Pre Transplant Panel	17
LABSTAND	STANDARD PRE TRANSPLANT PANEL		2
LABSTDY1	STUDY TEST	Study Test	336
LABSTDY1	STUDY TEST		86
LABSTDY2	STUDY TEST	Study Test	4
LABSTELAS	ELASTASE - 1,STOOL	Elastase-1,Stool	2
LABSTFAT	FAT STAIN, STOOL	Fat Stain, Stool	455
LABSTFAT	FAT STAIN, STOOL		158
LABSTLC	STOOL CULTURE	Stool Culture	2197
LABSTLC	STOOL CULTURE		910
LABSTLCP	STOOL CULTURE	Stool Culture	312
LABSTLCP	STOOL CULTURE		9
LABSTLCX	STOOL CULTURE	Stool Culture	3613
LABSTLCX	STOOL CULTURE		62
LABSTLCX	STOOL CULTURE	Culture Stool	2
LABSTOBGC	OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.	Occult Bld, Guaiac, Stool, Colorectal Sc	1575
LABSTOBGC	OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.		334
LABSTOBGC	OCCULT BLD, GUAIAC, STOOL, COLORECTAL SC.	Occult Blood, Guaiac, Stool, Colorectal Screen	4
LABSTOBGD	OCCULT BLD, GUAIAC, STOOL, DIAG TEST	Occult Bld, Guaiac, Stool, Diag Test	9850
LABSTOBGD	OCCULT BLD, GUAIAC, STOOL, DIAG TEST		4194
LABSTOBIC	OCCULT BLD, IMMUNO, STOOL, COLORECTAL SC.	Occult Bld, Immuno, Stool, Colorectal Sc	196
LABSTOBIC	OCCULT BLD, IMMUNO, STOOL, COLORECTAL SC.		10
LABSTOBID	OCCULT BLD, IMMUNO, STOOL, DIAG TEST	Occult Bld, Immuno, Stool, Diag Test	120
LABSTOBID	OCCULT BLD, IMMUNO, STOOL, DIAG TEST		18
LABSTOBLD	OCCULT BLD, GUAIAC DIAG, SINGLE		124
LABSTOBLD	OCCULT BLD, GUAIAC DIAG, SINGLE	Occult bld, Guaiac Diag, Single	78
LABSTOOLC	STOOL CULTURE	Stool Culture	2890
LABSTOOLC	STOOL CULTURE		1191
LABSTORE	SPECIMEN STORAGE ONLY		246
LABSTORE	SPECIMEN STORAGE ONLY	Specimen Storage Only	78
LABSTPCR	THROAT STREP SCREEN BY PCR	Throat Strep Screen by PCR	413
LABSTPCR	THROAT STREP SCREEN BY PCR		74
LABSTPH	PH, STOOL	pH, Stool	115
LABSTPH	PH, STOOL		60
LABSTPOLY	WBC FOR IBD, STOOL	WBC for IBD, Stool	1220
LABSTPOLY	WBC FOR IBD, STOOL		296
LABSTPOLY	PMNS / EOSINOPHILS, STOOL		2
LABSTRED	REDUCING SUBSTANCE, STOOL	Reducing Substance, Stool	351
LABSTRED	REDUCING SUBSTANCE, STOOL		201
LABSTREP	BETA STREP THROAT SCREEN RAPID EIA	Beta Strep Throat Screen (2 Step)	324
LABSTREP	BETA STREP THROAT SCREEN RAPID EIA	Beta Strep Throat Screen Rapid EIA	238
LABSTREP	BETA STREP THROAT SCREEN RAPID EIA		130
LABSTREP	BETA STREP THROAT SCREEN RAPID EIA	Beta Strep Throat Screen	10
LABSTRONG	STRONGYLOIDES IGG AB, ELISA	Strongyloides IgG Ab, Elisa	488
LABSTRONG	STRONGYLOIDES IGG AB, ELISA		18
LABSTSS	SYPHILIS TREPONEMAL SCREEN	Syphilis Treponemal Screen	4431
LABSTSS	SYPHILIS TREPONEMAL SCREEN		206
LABSTUDY	RESEARCH LAB KIT	Research Lab Kit	13
LABSULFAT	SULFATIDE AUTOANTIBODY	Sulfatide Autoantibody	4
LABSURG	SURGICAL PROCEDURE		39660
LABSURG	SURGICAL PROCEDURE	Surgical Procedure	31300
LABSWTCL	CHLORIDE, SWEAT	Chloride, Sweat	88
LABSWTCL	CHLORIDE, SWEAT		26
LABSYCT	CELL COUNT, SYNOVIAL FLUID	Cell Count, Synovial Fluid	128
LABSYCT	CELL COUNT, SYNOVIAL FLUID		52
LABSYDIFF	DIFFERENTIAL, SYNOVIAL FLUID	Differential, Synovial Fluid	78
LABSYDIFF	DIFFERENTIAL, SYNOVIAL FLUID		44
LABSYNCT	CELL COUNT AND DIFF, SYNOVIAL FLUID	Cell Count and Diff, Synovial Fluid	1225
LABSYNCT	CELL COUNT AND DIFF, SYNOVIAL FLUID		636
LABT1114	"T(11	14) BY PCR"	"T(11	14) By PCR"	6
LABT1114	"T(11	14) BY PCR"		6
LABT1418	"T(14	18), BLOOD"	"T(14	18), Blood"	10
LABT1418	"T(14	18), BLOOD"		6
LABT1418	"T(14	18), BLOOD"	"T(14	18), Blood (molecular diagnostic)"	2
LABT1517	"T(15	17) PML/RAR, BLOOD"	"T(15	17) PML-RARA , Blood"	123
LABT1517	"T(15	17) PML/RAR, BLOOD"		24
LABT1517	"T(15	17) PML/RAR, BLOOD"	"T(15	17) PML-RARA , Blood (molecular diagnostic)"	6
LABT1517	"T(15	17) PML/RAR, BLOOD"	"t(15	17) PML/RAR, Blood"	6
LABT3	T3, TOTAL	T3, Total	845
LABT3	T3, TOTAL		126
LABTBCLO	B - CELL CLONALITY PCR, TISSUE		6
LABTBCLO	B - CELL CLONALITY PCR, TISSUE	B-Cell Clonality PCR, Tissue	2
LABTBCR	BCR - ABL, TISSUE	BCR-ABL, Tissue	4
LABTBIL	BILIRUBIN TOTAL, SERUM/PLASMA	Bilirubin Total, Serum/Plasma	3546
LABTBIL	BILIRUBIN TOTAL, SERUM/PLASMA		1272
LABTBIL	BILIRUBIN TOTAL, SERUM/PLASMA	Bilirubin, Total, Serum/Plasma	351
LABTBIL	BILIRUBIN TOTAL, SERUM/PLASMA	Bilirubin, total, serum/plasma	4
LABTBILFR	BILIRUBIN TOTAL AND FRACTIONATED, SERUM	Bilirubin Total and Fractionated, Serum	9257
LABTBILFR	BILIRUBIN TOTAL AND FRACTIONATED, SERUM		574
LABTBLYM	T SUBSETS AND B LYMPHOCYTES, BLOOD	T Subsets And B Lymphocytes, Blood	876
LABTBLYM	T SUBSETS AND B LYMPHOCYTES, BLOOD		32
LABTBP	TRANSFUSION BLOOD PRODUCT 1		129012
LABTBP	TRANSFUSION BLOOD PRODUCT 1	Transfusion Blood Product 1	90728
LABTBP1	TRANSFUSION BLOOD PRODUCT 2		79246
LABTBP1	TRANSFUSION BLOOD PRODUCT 2	Transfusion Blood Product 2	49997
LABTBP10	TRANSFUSION BLOOD PRODUCT 11		2492
LABTBP10	TRANSFUSION BLOOD PRODUCT 11	Transfusion Blood Product 11	1728
LABTBP100	TRANSFUSION BLOOD PRODUCT 101		2
LABTBP11	TRANSFUSION BLOOD PRODUCT 12		2260
LABTBP11	TRANSFUSION BLOOD PRODUCT 12	Transfusion Blood Product 12	1568
LABTBP12	TRANSFUSION BLOOD PRODUCT 13		1822
LABTBP12	TRANSFUSION BLOOD PRODUCT 13	Transfusion Blood Product 13	1262
LABTBP13	TRANSFUSION BLOOD PRODUCT 14		1622
LABTBP13	TRANSFUSION BLOOD PRODUCT 14	Transfusion Blood Product 14	1156
LABTBP14	TRANSFUSION BLOOD PRODUCT 15		1366
LABTBP14	TRANSFUSION BLOOD PRODUCT 15	Transfusion Blood Product 15	1034
LABTBP15	TRANSFUSION BLOOD PRODUCT 16		1216
LABTBP15	TRANSFUSION BLOOD PRODUCT 16	Transfusion Blood Product 16	918
LABTBP16	TRANSFUSION BLOOD PRODUCT 17		1016
LABTBP16	TRANSFUSION BLOOD PRODUCT 17	Transfusion Blood Product 17	768
LABTBP17	TRANSFUSION BLOOD PRODUCT 18		926
LABTBP17	TRANSFUSION BLOOD PRODUCT 18	Transfusion Blood Product 18	698
LABTBP18	TRANSFUSION BLOOD PRODUCT 19		790
LABTBP18	TRANSFUSION BLOOD PRODUCT 19	Transfusion Blood Product 19	606
LABTBP19	TRANSFUSION BLOOD PRODUCT 20		714
LABTBP19	TRANSFUSION BLOOD PRODUCT 20	Transfusion Blood Product 20	558
LABTBP2	TRANSFUSION BLOOD PRODUCT 3		23404
LABTBP2	TRANSFUSION BLOOD PRODUCT 3	Transfusion Blood Product 3	15371
LABTBP20	TRANSFUSION BLOOD PRODUCT 21		608
LABTBP20	TRANSFUSION BLOOD PRODUCT 21	Transfusion Blood Product 21	506
LABTBP21	TRANSFUSION BLOOD PRODUCT 22		580
LABTBP21	TRANSFUSION BLOOD PRODUCT 22	Transfusion Blood Product 22	450
LABTBP22	TRANSFUSION BLOOD PRODUCT 23		508
LABTBP22	TRANSFUSION BLOOD PRODUCT 23	Transfusion Blood Product 23	388
LABTBP23	TRANSFUSION BLOOD PRODUCT 24		476
LABTBP23	TRANSFUSION BLOOD PRODUCT 24	Transfusion Blood Product 24	344
LABTBP24	TRANSFUSION BLOOD PRODUCT 25		412
LABTBP24	TRANSFUSION BLOOD PRODUCT 25	Transfusion Blood Product 25	308
LABTBP25	TRANSFUSION BLOOD PRODUCT 26		366
LABTBP25	TRANSFUSION BLOOD PRODUCT 26	Transfusion Blood Product 26	286
LABTBP26	TRANSFUSION BLOOD PRODUCT 27		334
LABTBP26	TRANSFUSION BLOOD PRODUCT 27	Transfusion Blood Product 27	272
LABTBP27	TRANSFUSION BLOOD PRODUCT 28		300
LABTBP27	TRANSFUSION BLOOD PRODUCT 28	Transfusion Blood Product 28	254
LABTBP28	TRANSFUSION BLOOD PRODUCT 29		278
LABTBP28	TRANSFUSION BLOOD PRODUCT 29	Transfusion Blood Product 29	218
LABTBP29	TRANSFUSION BLOOD PRODUCT 30		250
LABTBP29	TRANSFUSION BLOOD PRODUCT 30	Transfusion Blood Product 30	208
LABTBP3	TRANSFUSION BLOOD PRODUCT 4		19918
LABTBP3	TRANSFUSION BLOOD PRODUCT 4	Transfusion Blood Product 4	13279
LABTBP30	TRANSFUSION BLOOD PRODUCT 31		228
LABTBP30	TRANSFUSION BLOOD PRODUCT 31	Transfusion Blood Product 31	186
LABTBP31	TRANSFUSION BLOOD PRODUCT 32		204
LABTBP31	TRANSFUSION BLOOD PRODUCT 32	Transfusion Blood Product 32	176
LABTBP32	TRANSFUSION BLOOD PRODUCT 33		184
LABTBP32	TRANSFUSION BLOOD PRODUCT 33	Transfusion Blood Product 33	162
LABTBP33	TRANSFUSION BLOOD PRODUCT 34		174
LABTBP33	TRANSFUSION BLOOD PRODUCT 34	Transfusion Blood Product 34	156
LABTBP34	TRANSFUSION BLOOD PRODUCT 35		162
LABTBP34	TRANSFUSION BLOOD PRODUCT 35	Transfusion Blood Product 35	148
LABTBP35	TRANSFUSION BLOOD PRODUCT 36		156
LABTBP35	TRANSFUSION BLOOD PRODUCT 36	Transfusion Blood Product 36	138
LABTBP36	TRANSFUSION BLOOD PRODUCT 37		138
LABTBP36	TRANSFUSION BLOOD PRODUCT 37	Transfusion Blood Product 37	128
LABTBP37	TRANSFUSION BLOOD PRODUCT 38		124
LABTBP37	TRANSFUSION BLOOD PRODUCT 38	Transfusion Blood Product 38	120
LABTBP38	TRANSFUSION BLOOD PRODUCT 39		110
LABTBP38	TRANSFUSION BLOOD PRODUCT 39	Transfusion Blood Product 39	108
LABTBP39	TRANSFUSION BLOOD PRODUCT 40	Transfusion Blood Product 40	108
LABTBP39	TRANSFUSION BLOOD PRODUCT 40		104
LABTBP4	TRANSFUSION BLOOD PRODUCT 5		9096
LABTBP4	TRANSFUSION BLOOD PRODUCT 5	Transfusion Blood Product 5	6166
LABTBP40	TRANSFUSION BLOOD PRODUCT 41		98
LABTBP40	TRANSFUSION BLOOD PRODUCT 41	Transfusion Blood Product 41	94
LABTBP41	TRANSFUSION BLOOD PRODUCT 42	Transfusion Blood Product 42	88
LABTBP41	TRANSFUSION BLOOD PRODUCT 42		86
LABTBP42	TRANSFUSION BLOOD PRODUCT 43		82
LABTBP42	TRANSFUSION BLOOD PRODUCT 43	Transfusion Blood Product 43	78
LABTBP43	TRANSFUSION BLOOD PRODUCT 44		80
LABTBP43	TRANSFUSION BLOOD PRODUCT 44	Transfusion Blood Product 44	72
LABTBP44	TRANSFUSION BLOOD PRODUCT 45		78
LABTBP44	TRANSFUSION BLOOD PRODUCT 45	Transfusion Blood Product 45	70
LABTBP45	TRANSFUSION BLOOD PRODUCT 46		72
LABTBP45	TRANSFUSION BLOOD PRODUCT 46	Transfusion Blood Product 46	66
LABTBP46	TRANSFUSION BLOOD PRODUCT 47		68
LABTBP46	TRANSFUSION BLOOD PRODUCT 47	Transfusion Blood Product 47	56
LABTBP47	TRANSFUSION BLOOD PRODUCT 48		68
LABTBP47	TRANSFUSION BLOOD PRODUCT 48	Transfusion Blood Product 48	54
LABTBP48	TRANSFUSION BLOOD PRODUCT 49		60
LABTBP48	TRANSFUSION BLOOD PRODUCT 49	Transfusion Blood Product 49	54
LABTBP49	TRANSFUSION BLOOD PRODUCT 50		58
LABTBP49	TRANSFUSION BLOOD PRODUCT 50	Transfusion Blood Product 50	48
LABTBP5	TRANSFUSION BLOOD PRODUCT 6		8216
LABTBP5	TRANSFUSION BLOOD PRODUCT 6	Transfusion Blood Product 6	5626
LABTBP50	TRANSFUSION BLOOD PRODUCT 51		58
LABTBP50	TRANSFUSION BLOOD PRODUCT 51	Transfusion Blood Product 51	48
LABTBP51	TRANSFUSION BLOOD PRODUCT 52		52
LABTBP51	TRANSFUSION BLOOD PRODUCT 52	Transfusion Blood Product 52	46
LABTBP52	TRANSFUSION BLOOD PRODUCT 53		50
LABTBP52	TRANSFUSION BLOOD PRODUCT 53	Transfusion Blood Product 53	42
LABTBP53	TRANSFUSION BLOOD PRODUCT 54		44
LABTBP53	TRANSFUSION BLOOD PRODUCT 54	Transfusion Blood Product 54	40
LABTBP54	TRANSFUSION BLOOD PRODUCT 55		42
LABTBP54	TRANSFUSION BLOOD PRODUCT 55	Transfusion Blood Product 55	36
LABTBP55	TRANSFUSION BLOOD PRODUCT 56		40
LABTBP55	TRANSFUSION BLOOD PRODUCT 56	Transfusion Blood Product 56	32
LABTBP56	TRANSFUSION BLOOD PRODUCT 57		36
LABTBP56	TRANSFUSION BLOOD PRODUCT 57	Transfusion Blood Product 57	30
LABTBP57	TRANSFUSION BLOOD PRODUCT 58		34
LABTBP57	TRANSFUSION BLOOD PRODUCT 58	Transfusion Blood Product 58	30
LABTBP58	TRANSFUSION BLOOD PRODUCT 59		28
LABTBP58	TRANSFUSION BLOOD PRODUCT 59	Transfusion Blood Product 59	26
LABTBP59	TRANSFUSION BLOOD PRODUCT 60		28
LABTBP59	TRANSFUSION BLOOD PRODUCT 60	Transfusion Blood Product 60	26
LABTBP6	TRANSFUSION BLOOD PRODUCT 7		5662
LABTBP6	TRANSFUSION BLOOD PRODUCT 7	Transfusion Blood Product 7	3870
LABTBP60	TRANSFUSION BLOOD PRODUCT 61		26
