Rotation,Role,Provider_ID,Date,Chart_Review_Time,Note_Review_Time,Note_Entry_Time,Order_Entry_Time,Navigator_Time,Results_Review_Time,Total_Time,Number_EHR_Actions,Number_EHR_Actions_Accessed_Remotely,Number_Unique_Patient_Records_Accessed
Emergency Medicine,PGY1,S0079640,2016-09-18,2:16:54,0:27:32,0:05:16,0:26:51,0:48:12,0:01:21,5:05:24,1227,0,24
General Medicine,PGY2+,S0093383,2016-11-06,0:57:35,0:53:18,0:00:10,0:07:32,0:06:00,0:00:38,2:14:54,836,0,8
General Medicine,PGY2+,S0093383,2016-11-07,2:23:38,1:08:39,0:00:01,0:12:52,0:11:10,0:05:31,4:42:18,2038,0,23
Emergency Medicine,PGY1,S0079640,2016-09-19,0:04:29,0:00:11,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,28,0,7
Night Team,PGY1,S0195075,2016-10-04,0:35:58,0:14:32,0:00:01,0:23:12,0:18:00,0:02:33,1:44:56,551,158,17
Night Team,PGY1,S0195075,2016-10-05,0:34:48,0:12:33,0:00:00,0:30:39,0:26:10,0:02:11,1:51:06,406,31,18
Night Team,PGY1,S0195075,2016-10-06,0:52:04,0:03:44,0:00:00,0:18:39,0:17:53,0:15:27,1:52:23,481,322,24
Night Team,PGY1,S0195075,2016-10-07,0:14:50,0:16:11,0:00:00,0:13:45,0:08:00,0:01:11,1:02:45,361,0,12
Night Team,PGY1,S0195075,2016-10-02,0:33:39,0:37:00,0:00:05,0:15:43,0:15:19,0:05:11,1:57:07,474,185,22
Night Team,PGY1,S0195075,2016-10-03,0:36:28,0:49:27,0:00:03,0:20:12,0:11:00,0:01:14,2:07:16,507,392,22
Night Team,PGY1,S0195075,2016-10-08,0:49:02,0:11:09,0:00:01,0:31:46,0:23:53,0:04:28,2:10:47,721,0,31
Night Team,PGY1,S0195075,2016-10-09,1:14:23,0:26:33,0:00:00,1:05:23,0:38:15,0:15:48,3:50:58,920,0,29
General Medicine,PGY1,S0079640,2016-09-16,1:06:31,1:48:21,0:00:14,0:31:40,0:36:44,0:11:05,4:39:32,1311,36,9
General Medicine,PGY1,S0169399,2014-12-15,2:00:05,0:03:03,3:04:18,0:39:29,0:15:14,0:00:00,6:28:59,1268,129,11
General Medicine,PGY1,S0169399,2014-12-14,0:00:00,0:00:00,0:00:00,0:02:18,0:00:00,0:00:00,0:02:18,12,0,5
General Medicine,PGY1,S0169399,2014-12-17,1:30:33,0:02:13,1:35:08,0:13:10,0:20:42,0:00:29,3:58:50,805,20,9
Emergency Medicine,PGY1,S0181087,2015-09-08,2:41:36,0:45:22,2:54:37,0:35:48,0:38:30,0:09:14,8:29:31,2592,0,13
General Medicine,PGY1,S0169399,2014-12-11,2:27:20,0:09:26,2:27:34,0:18:41,0:22:57,0:00:00,6:00:48,1226,83,14
General Medicine,PGY1,S0169399,2014-12-10,1:15:28,0:00:05,0:56:57,0:34:26,0:03:57,0:00:00,3:13:02,813,0,9
General Medicine,PGY1,S0169399,2014-12-13,2:59:49,0:08:02,3:43:15,0:48:23,0:32:44,0:01:16,8:31:24,1473,13,13
General Medicine,PGY1,S0169399,2014-12-12,1:59:31,0:02:45,1:52:24,0:23:00,0:20:42,0:00:12,4:43:28,950,70,8
General Medicine,PGY1,S0169399,2014-12-19,1:39:11,0:02:10,1:31:41,0:34:40,0:23:42,0:04:53,4:36:46,915,196,8
General Medicine,PGY1,S0169399,2014-12-18,1:45:30,0:13:24,2:14:06,0:53:38,0:35:58,0:02:32,6:14:38,1429,0,14
General Medicine,PGY1,S0094535,2015-01-06,4:10:15,0:22:23,2:48:37,0:38:22,0:22:37,1:00:21,10:05:02,2022,0,11
General Medicine,PGY1,S0094535,2015-01-07,2:53:08,0:06:17,1:42:22,0:24:31,0:26:47,0:24:52,6:24:20,1593,39,10
General Medicine,PGY1,S0094535,2015-01-04,2:14:50,0:04:59,1:38:34,0:14:45,0:09:37,0:33:35,5:24:24,1373,0,12
General Medicine,PGY1,S0094535,2015-01-05,2:32:05,0:00:53,1:17:41,0:40:03,0:22:14,0:23:00,6:19:49,1778,1,15
Night Team,PGY2+,S0169390,2016-04-16,2:05:28,0:57:03,0:00:04,0:21:58,0:08:00,0:01:07,3:49:57,1159,0,25
Night Team,PGY2+,S0169390,2016-04-15,2:45:17,1:03:20,0:00:14,0:42:53,0:15:57,0:07:12,5:35:42,1829,8,52
Night Team,PGY2+,S0169390,2016-04-14,3:27:48,0:47:24,0:00:14,0:55:10,0:31:52,0:06:49,6:29:23,1627,5,38
Night Team,PGY2+,S0169390,2016-04-13,1:37:53,0:29:04,0:00:00,0:21:35,0:13:44,0:03:28,2:54:39,948,0,43
Night Team,PGY2+,S0169390,2016-04-12,2:54:19,1:07:14,0:00:12,0:23:10,0:18:45,0:04:36,5:13:26,1466,128,30
Night Team,PGY2+,S0169390,2016-04-11,3:05:00,0:50:03,0:00:06,0:49:08,0:26:11,0:14:14,5:55:22,2021,223,69
Night Team,PGY2+,S0169390,2016-04-10,3:24:16,0:56:21,0:00:28,0:20:51,0:21:55,0:05:11,5:50:04,1818,0,49
Night Team,PGY1,S0181525,2016-05-26,2:09:31,0:52:32,0:00:02,0:33:59,0:16:52,0:10:43,4:23:57,1033,0,24
General Medicine,PGY1,S0169401,2014-09-20,4:33:21,0:24:01,0:15:51,0:55:03,0:34:36,0:08:39,7:20:06,2614,556,19
Emergency Medicine,PGY1,S0195094,2016-09-01,2:28:18,1:06:05,0:03:00,0:45:24,0:44:55,0:00:23,5:40:24,1403,0,33
Emergency Medicine,PGY1,S0195094,2016-09-07,0:25:17,0:03:05,0:00:01,0:00:53,0:00:52,0:00:00,0:30:40,116,0,11
Emergency Medicine,PGY1,S0195094,2016-09-05,0:02:36,0:00:29,0:00:00,0:00:00,0:00:00,0:00:00,0:03:08,15,0,4
Emergency Medicine,PGY1,S0195094,2016-09-04,0:00:27,0:00:18,0:00:00,0:00:00,0:00:00,0:00:22,0:01:19,19,0,1
Intensive Care Unit,PGY2+,S0181059,2016-08-13,2:40:22,0:49:46,0:01:01,0:14:37,0:12:23,0:02:39,4:27:39,2203,0,67
Intensive Care Unit,PGY2+,S0181059,2016-08-12,3:59:35,1:25:34,0:00:46,0:55:09,0:30:52,0:19:41,7:51:40,4393,0,27
Emergency Medicine,PGY1,S0195094,2016-09-09,2:30:41,0:23:40,0:00:33,0:31:01,0:16:27,0:00:48,4:02:29,848,0,27
Intensive Care Unit,PGY2+,S0181059,2016-08-10,2:21:09,0:59:20,0:06:18,0:12:29,0:08:22,0:05:28,4:28:36,2437,0,26
General Medicine,PGY1,S0169401,2014-09-22,5:26:34,0:40:57,0:06:57,0:56:04,0:31:15,0:05:38,8:09:51,3006,319,19
Emergency Medicine,PGY2+,S0169390,2015-08-10,4:00:08,0:24:03,1:55:14,0:08:30,0:09:46,0:12:26,7:19:28,1706,2,22
Night Team,PGY1,S0109179,2014-07-31,2:07:31,0:00:28,0:05:25,0:26:41,0:16:26,0:16:27,3:27:01,907,0,56
General Medicine,PGY1,S0169401,2014-09-23,1:57:57,0:06:32,0:04:49,0:40:39,0:08:35,0:04:53,3:19:40,1341,1283,15
Emergency Medicine,PGY2+,S0169390,2015-08-11,4:14:01,0:53:57,2:45:52,0:32:03,0:27:18,0:29:27,10:04:56,2451,0,27
General Medicine,PGY1,S0181088,2016-06-13,3:09:22,0:59:44,0:00:09,1:09:24,0:22:32,0:03:37,6:29:32,2249,18,13
General Medicine,PGY1,S0181088,2016-06-12,0:10:19,0:02:39,0:00:01,0:00:00,0:00:04,0:02:57,0:16:52,307,305,8
Emergency Medicine,PGY1,S0094959,2014-08-17,2:31:05,0:05:34,2:03:23,0:25:43,0:57:03,1:09:40,8:03:08,3534,195,29
General Medicine,PGY1,S0181088,2016-06-10,2:44:02,0:44:08,0:00:24,0:56:24,0:12:57,0:05:52,5:10:35,1437,260,8
General Medicine,PGY1,S0181088,2016-06-17,2:14:46,0:44:39,0:00:17,0:54:42,0:13:24,0:04:42,4:59:29,1801,0,9
General Medicine,PGY1,S0181088,2016-06-16,4:39:20,1:50:27,0:00:10,0:57:07,0:18:03,0:07:23,8:45:16,2886,132,21
General Medicine,PGY1,S0181088,2016-06-15,2:06:09,0:40:52,0:00:03,0:19:02,0:07:56,0:00:50,3:39:24,1244,206,16
General Medicine,PGY1,S0181088,2016-06-14,2:41:23,0:25:37,0:00:03,0:52:03,0:12:23,0:06:58,4:46:30,1228,46,7
General Medicine,PGY1,S0181088,2016-06-19,0:05:08,0:00:20,0:00:00,0:00:25,0:00:00,0:00:37,0:06:57,83,43,7
General Medicine,PGY1,S0181088,2016-06-18,3:04:42,0:48:11,0:00:08,0:31:32,0:19:19,0:11:33,5:28:34,1735,39,24
Night Team,PGY2+,S0169398,2016-10-09,1:56:56,2:41:36,0:00:55,0:34:36,0:25:41,0:03:18,6:15:47,1893,0,16
General Medicine,PGY2+,S0109179,2016-01-15,0:00:00,0:00:00,0:00:00,0:00:30,0:00:00,0:00:00,0:00:30,14,0,5
General Medicine,PGY2+,S0109179,2016-01-14,1:58:19,1:09:14,0:09:41,0:14:42,0:08:20,0:51:39,4:50:49,2074,226,37
General Medicine,PGY2+,S0109179,2016-01-17,1:56:13,1:04:18,0:19:55,0:10:12,0:06:06,0:43:57,4:46:05,2166,0,32
General Medicine,PGY2+,S0109179,2016-01-16,1:08:19,0:39:18,1:08:21,0:16:31,0:10:52,0:21:59,4:01:45,1724,0,14
General Medicine,PGY2+,S0109179,2016-01-11,1:01:15,0:28:43,0:04:58,0:22:45,0:05:23,0:10:18,2:24:53,1266,125,17
General Medicine,PGY2+,S0109179,2016-01-10,0:40:46,0:27:46,0:16:41,0:13:05,0:08:52,0:05:46,2:03:14,914,0,15
General Medicine,PGY2+,S0109179,2016-01-13,0:34:50,0:14:14,0:04:34,0:11:35,0:03:17,0:14:47,1:29:45,866,76,13
General Medicine,PGY2+,S0109179,2016-01-12,2:28:24,0:53:46,0:30:53,0:17:03,0:10:04,0:28:19,5:15:46,2572,0,36
General Medicine,PGY2+,S0109179,2016-01-19,1:11:42,0:55:33,0:15:26,0:13:32,0:17:19,0:19:06,3:37:19,1838,143,31
General Medicine,PGY2+,S0109179,2016-01-18,0:53:14,0:08:30,0:06:58,0:07:02,0:05:16,0:01:58,1:28:48,636,0,14
Intensive Care Unit,PGY2+,S0094535,2015-09-24,2:28:29,0:54:02,0:16:38,0:48:40,0:44:22,1:00:19,6:42:31,1682,3,21
Intensive Care Unit,PGY2+,S0094535,2015-09-25,1:53:42,0:50:24,0:37:44,1:04:15,0:55:59,1:05:56,7:12:12,2274,18,25
Intensive Care Unit,PGY2+,S0094535,2015-09-26,1:59:50,0:46:21,0:11:40,0:40:50,0:25:23,1:15:43,5:55:22,1821,0,18
Intensive Care Unit,PGY2+,S0094535,2015-09-27,2:05:17,1:04:25,0:41:34,0:28:34,0:21:41,0:50:37,6:03:55,1545,71,19
Intensive Care Unit,PGY2+,S0094535,2015-09-20,3:23:40,0:14:35,0:19:50,0:11:47,0:21:28,0:45:10,5:41:50,1203,196,16
Intensive Care Unit,PGY2+,S0094535,2015-09-21,2:18:57,0:20:15,0:19:16,0:59:55,0:34:56,0:39:57,5:39:59,1541,0,16
Intensive Care Unit,PGY2+,S0094535,2015-09-22,2:24:36,0:11:00,0:34:12,0:29:22,0:14:30,0:33:27,4:48:58,1125,49,15
Intensive Care Unit,PGY2+,S0094535,2015-09-23,2:29:03,0:45:01,0:20:32,0:33:39,0:32:10,1:03:30,6:11:41,1688,70,23
Intensive Care Unit,PGY2+,S0094535,2015-09-28,0:00:00,0:07:43,0:00:00,0:02:21,0:00:00,0:01:49,0:12:53,110,64,14
Intensive Care Unit,PGY2+,S0094535,2015-09-29,1:49:33,1:20:13,0:26:22,0:53:05,0:39:34,1:06:03,6:44:48,2176,5,24
General Medicine,PGY1,S0176040,2015-11-16,1:19:35,0:51:12,0:42:03,0:21:06,0:17:37,0:40:02,4:31:53,1505,0,6
General Medicine,PGY1,S0176040,2015-11-17,0:01:52,0:15:15,0:44:53,0:01:03,0:00:09,0:01:56,1:08:11,300,282,9
General Medicine,PGY1,S0176040,2015-11-14,0:48:30,0:48:02,1:11:04,0:38:42,0:20:41,0:43:27,5:06:04,1728,0,7
General Medicine,PGY1,S0176040,2015-11-15,1:35:17,1:13:35,1:07:12,0:38:02,0:38:38,0:50:56,6:47:33,2333,8,14
General Medicine,PGY1,S0176040,2015-11-12,0:38:08,0:48:02,2:20:50,0:15:35,0:04:11,0:28:51,4:59:46,1309,57,6
General Medicine,PGY1,S0176040,2015-11-13,1:18:11,1:03:43,1:39:56,0:53:24,0:38:07,0:55:57,7:34:48,2434,0,9
General Medicine,PGY1,S0176040,2015-11-10,2:08:29,1:22:54,1:18:32,1:00:08,0:24:54,0:39:55,7:44:23,2675,485,10
General Medicine,PGY1,S0176040,2015-11-11,0:00:41,0:05:16,0:00:02,0:00:45,0:00:08,0:02:02,0:09:36,163,147,8
General Medicine,PGY1,S0176040,2015-11-18,0:00:00,0:07:42,0:00:00,0:00:32,0:00:00,0:00:00,0:09:26,66,52,7
General Medicine,PGY1,S0176040,2015-11-19,1:00:04,1:12:10,2:20:23,0:20:40,0:11:33,0:31:10,6:16:08,1833,233,8
Emergency Medicine,PGY1,S0181082,2016-03-15,3:23:10,0:47:43,0:04:10,0:53:08,0:58:20,0:02:06,6:51:25,2069,0,23
Intensive Care Unit,PGY2+,S0181064,2016-10-11,2:01:23,0:44:28,0:04:42,0:05:20,0:13:29,0:05:32,3:30:52,1123,257,21
Intensive Care Unit,PGY2+,S0181087,2016-07-19,3:32:23,1:12:35,0:09:46,0:11:11,0:23:18,0:10:34,6:04:00,1578,0,12
Intensive Care Unit,PGY2+,S0181087,2016-07-18,3:22:20,1:32:20,0:00:07,0:38:17,0:27:01,0:32:36,7:10:35,2711,0,21
Night Team,PGY2+,S0169386,2015-10-12,1:53:22,1:08:39,2:05:47,0:37:14,0:16:07,1:16:31,8:03:14,3041,757,78
Night Team,PGY2+,S0169386,2015-10-13,1:25:07,1:11:54,1:08:26,0:30:21,0:10:48,1:01:58,5:57:27,2101,579,82
Intensive Care Unit,PGY2+,S0181087,2016-07-17,0:15:24,0:20:18,0:00:00,0:00:04,0:00:00,0:00:05,0:39:45,296,277,13
Night Team,PGY2+,S0169386,2015-10-11,2:23:41,1:58:04,0:58:05,0:54:23,0:21:38,1:23:34,8:38:36,3034,370,71
Night Team,PGY2+,S0169386,2015-10-16,0:56:46,1:02:17,1:15:37,0:41:41,0:10:34,1:01:40,5:29:01,1740,182,32
Night Team,PGY2+,S0169386,2015-10-17,0:02:07,0:03:17,0:00:00,0:00:00,0:00:00,0:04:07,0:15:45,311,309,8
Night Team,PGY2+,S0169386,2015-10-14,1:50:12,1:30:17,1:59:01,0:54:13,0:16:44,1:28:59,9:07:34,3259,183,95
Night Team,PGY2+,S0169386,2015-10-15,2:02:30,1:41:32,1:43:00,0:55:35,0:12:19,1:23:24,8:43:33,3209,36,82
General Medicine,PGY1,S0163662,2015-05-26,0:53:40,0:19:38,0:42:04,0:27:11,0:02:50,0:05:18,2:37:47,616,0,1
General Medicine,PGY1,S0163662,2015-05-27,2:26:50,0:31:10,1:14:58,0:37:40,0:15:16,0:09:36,5:42:12,2298,12,13
General Medicine,PGY1,S0163662,2015-05-24,3:01:29,0:45:08,1:49:03,0:49:32,0:15:24,0:21:47,7:18:22,2089,20,12
General Medicine,PGY1,S0163662,2015-05-25,1:49:21,0:19:07,0:54:37,0:39:24,0:13:02,0:10:17,4:33:23,1672,17,7
General Medicine,PGY1,S0163662,2015-05-29,2:13:24,0:54:31,1:33:55,0:50:15,0:23:09,0:17:06,6:58:33,2286,34,6
Intensive Care Unit,PGY2+,S0094535,2015-10-15,1:50:11,1:04:27,0:33:01,0:25:13,0:25:56,0:36:13,5:11:09,1544,0,25
General Medicine,PGY1,S0195224,2016-11-10,0:10:38,0:34:31,0:00:02,0:01:41,0:00:27,0:00:00,0:49:53,169,145,5
Emergency Medicine,PGY1,S0169398,2015-04-15,0:47:40,0:52:38,1:15:21,0:25:52,0:21:09,0:21:55,4:53:43,1808,1252,22
General Medicine,PGY1,S0181070,2015-09-08,0:00:00,0:00:00,0:00:00,0:00:01,0:00:00,0:00:00,0:00:01,4,0,1
Night Team,PGY2+,S0094959,2016-02-21,4:49:35,1:54:34,0:01:31,0:21:18,0:19:30,0:16:17,8:34:59,3484,295,72
Night Team,PGY2+,S0094959,2016-02-22,2:32:58,1:19:37,0:01:01,0:40:37,0:19:08,0:12:42,5:53:36,2628,178,62
Night Team,PGY2+,S0094959,2016-02-23,4:10:19,2:00:43,0:01:08,0:28:24,0:14:33,0:07:18,7:56:41,3338,204,94
Night Team,PGY2+,S0094959,2016-02-24,3:44:56,1:21:09,0:00:08,0:24:57,0:15:27,0:17:39,7:12:54,2938,488,98
Night Team,PGY2+,S0094959,2016-02-25,4:15:43,1:36:59,0:02:08,0:30:04,0:11:48,0:13:52,7:42:34,3300,172,105
Night Team,PGY2+,S0094959,2016-02-26,3:37:36,1:35:21,0:00:16,0:18:43,0:16:44,0:33:53,7:20:10,3333,319,103
Night Team,PGY2+,S0094959,2016-02-27,2:19:28,1:28:33,0:00:14,0:29:36,0:17:16,0:05:35,5:13:37,2620,50,52
Night Team,PGY2+,S0094959,2016-02-28,2:07:37,0:48:30,0:00:00,0:07:51,0:13:09,0:18:09,3:58:17,1812,86,62
Night Team,PGY2+,S0094959,2016-02-29,4:13:57,1:51:31,0:00:09,0:37:50,0:17:55,0:30:53,8:13:26,3684,341,83
General Medicine,PGY1,S0169404,2015-02-28,0:00:00,0:01:01,0:00:00,0:00:04,0:00:00,0:02:02,0:03:18,74,60,3
Night Team,PGY1,S0181526,2016-06-05,2:47:55,0:41:02,0:00:02,0:43:31,0:18:34,0:05:37,5:02:49,1691,207,34
Night Team,PGY1,S0169399,2015-06-09,1:46:09,0:17:52,1:15:37,0:31:45,0:21:59,0:25:35,5:02:11,1072,0,37
Night Team,PGY2+,S0109179,2016-05-15,2:06:12,0:47:42,0:00:02,0:30:05,0:09:54,0:08:06,3:55:16,1834,142,42
Night Team,PGY2+,S0109179,2016-05-17,2:10:16,1:08:52,0:00:07,0:08:47,0:06:19,0:05:53,3:51:23,1394,0,25
Night Team,PGY2+,S0109179,2016-05-16,2:50:47,1:03:03,0:00:02,0:16:35,0:08:07,0:08:30,4:43:12,1511,0,39
Night Team,PGY2+,S0109179,2016-05-19,1:44:06,0:35:43,0:00:02,0:12:29,0:06:04,0:05:51,3:17:34,1993,40,33
Night Team,PGY2+,S0109179,2016-05-18,0:57:03,0:37:27,0:00:37,0:17:22,0:02:15,0:00:08,2:13:59,827,0,23
Night Team,PGY1,S0093383,2015-06-05,1:56:10,0:21:02,3:13:50,0:21:41,0:22:20,0:35:26,7:02:53,1590,475,51
Night Team,PGY1,S0093383,2015-06-04,2:04:34,0:47:28,2:21:14,0:39:00,0:32:00,0:40:59,7:18:31,1857,977,50
Night Team,PGY1,S0093383,2015-06-03,0:53:20,0:04:45,0:25:07,0:04:59,0:09:20,0:13:18,2:01:45,361,190,14
Night Team,PGY1,S0093383,2015-06-02,1:32:36,0:21:52,1:53:30,0:14:30,0:08:13,0:13:20,4:34:27,1115,0,37
Night Team,PGY1,S0093383,2015-06-01,2:34:07,0:08:29,1:39:43,0:40:49,0:13:59,0:40:14,6:14:21,1225,677,33
Intensive Care Unit,PGY2+,S0093383,2016-07-09,3:24:16,1:45:28,0:02:14,1:03:12,0:47:58,0:20:10,8:14:57,2474,53,30
Intensive Care Unit,PGY2+,S0093383,2016-07-08,3:24:12,1:21:10,0:12:46,1:00:25,0:41:11,0:03:52,7:23:11,1832,0,15
Intensive Care Unit,PGY2+,S0093383,2016-07-07,0:00:00,0:00:00,0:00:00,0:00:27,0:00:00,0:00:00,0:00:27,14,0,2
Intensive Care Unit,PGY2+,S0093383,2016-07-06,0:00:00,0:00:00,0:00:00,0:00:30,0:00:00,0:00:00,0:00:30,18,0,4
Intensive Care Unit,PGY2+,S0093383,2016-07-05,1:48:06,0:38:23,0:10:53,0:41:11,0:19:05,0:10:15,4:21:45,1202,101,11
Intensive Care Unit,PGY2+,S0093383,2016-07-04,3:29:31,1:17:37,0:02:13,1:07:26,0:40:03,0:11:07,7:43:15,1956,0,12
Intensive Care Unit,PGY2+,S0093383,2016-07-03,1:54:53,0:31:02,0:10:42,0:30:22,0:18:03,0:00:28,3:40:58,734,0,13
Intensive Care Unit,PGY2+,S0093383,2016-07-02,0:00:00,0:00:00,0:00:00,0:01:16,0:00:00,0:00:00,0:01:16,8,0,3
Intensive Care Unit,PGY2+,S0093383,2016-07-01,1:27:57,0:36:19,0:04:23,0:22:37,0:11:33,0:06:21,3:14:13,803,0,11
Emergency Medicine,PGY1,S0169398,2015-04-19,1:05:13,0:35:56,0:41:55,0:06:11,0:05:40,0:15:45,2:55:13,673,0,8
Night Team,PGY2+,S0169389,2016-03-18,4:35:12,1:59:46,0:00:12,0:51:16,0:15:06,0:05:48,8:16:02,2579,0,75
General Medicine,PGY1,S0195226,2016-08-03,2:39:10,1:11:21,0:02:31,0:45:14,0:27:17,0:03:53,5:58:54,1732,0,21
Night Team,PGY2+,S0163662,2015-08-12,0:25:57,0:21:22,0:53:21,0:01:15,0:16:00,0:02:54,2:13:06,1093,0,15
General Medicine,PGY1,S0181059,2015-09-05,2:49:23,1:08:42,0:32:55,0:34:02,0:26:30,0:33:29,6:44:03,2914,47,24
Night Team,PGY2+,S0169389,2016-03-10,5:08:42,1:55:08,0:00:06,0:31:13,0:14:06,0:04:45,8:30:11,2497,84,71
Night Team,PGY2+,S0169389,2016-03-11,1:26:29,0:56:22,0:01:06,0:35:28,0:05:27,0:02:07,3:15:37,778,0,17
Night Team,PGY2+,S0169389,2016-03-12,0:03:56,0:08:13,0:00:00,0:00:02,0:00:00,0:00:00,0:16:38,80,74,9
Night Team,PGY2+,S0169389,2016-03-13,1:22:06,0:29:16,0:00:01,0:28:19,0:03:42,0:00:04,2:31:39,833,8,38
Night Team,PGY2+,S0169389,2016-03-14,5:55:56,1:27:22,0:00:10,0:23:07,0:12:18,0:05:06,8:31:27,1956,119,66
General Medicine,PGY1,S0195226,2016-08-01,2:38:44,1:34:03,0:00:21,0:24:51,0:14:46,0:03:31,6:03:20,1865,14,27
Night Team,PGY2+,S0169389,2016-03-16,2:24:55,1:42:56,0:04:38,0:32:50,0:11:10,0:05:06,5:25:48,1830,0,62
Night Team,PGY2+,S0169389,2016-03-17,4:57:59,1:36:02,0:00:42,0:33:31,0:12:52,0:07:15,7:57:40,2627,0,75
General Medicine,PGY1,S0181059,2015-09-01,0:10:19,0:30:43,0:00:00,0:03:11,0:00:18,0:03:29,0:56:53,407,391,12
Night Team,PGY1,S0181077,2015-11-16,1:33:41,0:36:21,0:11:53,0:07:00,0:13:16,0:20:55,3:10:29,1007,494,36
Night Team,PGY1,S0181077,2015-11-17,1:26:18,0:30:39,0:42:13,0:24:18,0:16:52,0:21:19,3:50:35,1140,13,24
Night Team,PGY1,S0181077,2015-11-14,2:17:11,0:34:07,0:02:51,0:41:28,0:43:34,0:55:29,5:23:46,1756,143,56
Night Team,PGY1,S0181077,2015-11-15,1:44:48,0:23:14,0:28:42,0:20:23,0:15:31,0:11:34,3:41:03,1072,961,51
Night Team,PGY1,S0181077,2015-11-12,1:13:53,0:05:53,0:01:17,0:09:20,0:21:48,0:08:29,2:08:21,775,52,33
General Medicine,PGY1,S0181059,2015-09-02,2:15:21,1:08:21,0:29:10,0:31:36,0:29:31,0:21:45,5:55:22,3066,390,28
Night Team,PGY1,S0181077,2015-11-10,2:43:57,1:02:29,1:06:21,0:30:21,0:27:47,0:19:03,6:47:22,2359,0,30
Night Team,PGY1,S0181077,2015-11-11,1:10:00,0:32:51,0:41:24,0:16:29,0:22:58,0:14:07,3:31:14,1311,0,25
Intensive Care Unit,PGY2+,S0181070,2016-08-20,0:52:41,0:51:41,0:01:54,0:02:55,0:09:49,0:03:41,2:17:35,1062,200,9
General Medicine,PGY2+,S0181087,2016-11-10,2:41:06,1:50:56,0:00:35,0:38:37,0:23:54,0:01:11,6:08:21,2314,12,24
General Medicine,PGY1,S0195226,2016-08-04,2:03:58,0:56:29,0:00:11,0:31:58,0:11:39,0:02:16,4:49:11,1363,280,9
Night Team,PGY1,S0181077,2015-11-18,0:00:00,0:00:00,0:00:00,0:00:50,0:00:00,0:00:00,0:00:50,8,0,1
Night Team,PGY1,S0181077,2015-11-19,1:00:35,0:09:46,0:06:07,0:07:02,0:07:25,0:10:45,1:49:29,742,686,41
Intensive Care Unit,PGY2+,S0181073,2016-10-11,2:19:33,0:49:08,0:21:46,0:22:26,0:31:27,0:04:38,5:03:03,1282,0,14
Night Team,PGY2+,S0094959,2016-10-23,2:23:00,0:43:38,0:00:01,0:06:57,0:07:14,0:19:00,3:58:11,1803,121,53
Night Team,PGY2+,S0094959,2016-10-27,3:42:26,2:04:38,0:00:06,0:12:32,0:19:46,0:09:53,7:18:31,3399,0,98
Night Team,PGY2+,S0094959,2016-10-26,3:52:08,1:03:30,0:00:11,0:21:36,0:06:12,0:03:56,5:55:08,2546,16,93
Night Team,PGY2+,S0094959,2016-10-25,4:08:45,1:22:38,0:00:06,0:19:12,0:18:17,0:24:39,7:07:42,3518,0,96
Night Team,PGY2+,S0094959,2016-10-24,1:57:59,0:58:35,0:00:05,0:21:34,0:13:26,0:03:36,4:02:22,1908,90,25
Night Team,PGY2+,S0094959,2016-10-29,5:31:54,2:08:30,0:00:08,0:22:55,0:12:29,0:27:04,9:18:58,4393,5,110
Night Team,PGY2+,S0094959,2016-10-28,5:22:12,1:42:13,0:00:05,0:19:27,0:19:22,0:07:24,8:42:19,3624,197,73
General Medicine,PGY1,S0188098,2016-08-15,0:01:43,0:00:16,0:00:00,0:00:00,0:00:00,0:00:18,0:02:25,25,0,4
General Medicine,PGY1,S0181525,2015-10-13,1:23:44,1:13:43,2:25:19,0:41:57,0:32:44,0:25:42,7:19:22,1863,0,12
General Medicine,PGY1,S0181525,2015-10-12,0:58:51,1:17:31,1:09:08,0:23:05,0:32:05,0:33:37,5:12:02,1451,11,6
General Medicine,PGY1,S0181525,2015-10-15,1:36:16,0:55:57,1:21:46,1:04:58,0:26:23,0:28:27,6:25:20,2062,22,12
General Medicine,PGY1,S0181525,2015-10-14,0:45:30,0:48:18,0:32:00,0:06:24,0:14:55,0:26:09,3:12:16,873,0,8
General Medicine,PGY1,S0181525,2015-10-17,0:58:09,0:59:45,1:34:11,0:38:33,0:19:01,0:09:59,5:05:12,1470,0,10
General Medicine,PGY1,S0181525,2015-10-16,1:04:21,0:38:24,1:32:31,0:20:21,0:18:45,0:16:01,4:40:17,1335,0,8
General Medicine,PGY1,S0181525,2015-10-19,0:17:50,0:00:00,0:00:00,0:00:00,0:00:00,0:03:26,0:21:18,46,42,2
General Medicine,PGY1,S0181525,2015-10-18,0:55:22,1:13:52,2:18:18,0:29:24,0:13:39,0:13:42,5:52:42,1330,0,7
General Medicine,PGY1,S0188098,2016-08-14,1:55:23,0:44:58,0:00:11,0:42:52,0:14:14,0:00:32,4:19:44,1209,0,12
Intensive Care Unit,PGY2+,S0181077,2016-10-30,0:09:54,0:11:21,0:00:00,0:03:29,0:00:12,0:00:02,0:26:15,223,178,15
Intensive Care Unit,PGY2+,S0181077,2016-10-31,3:12:50,0:54:58,0:05:38,0:35:11,0:34:50,0:06:58,6:06:43,1965,144,16
General Medicine,PGY2+,S0169399,2016-05-31,2:07:46,0:48:49,0:00:13,0:46:20,0:15:24,0:00:57,5:08:55,1525,127,22
